Id,Reputation,CreationDate,DisplayName,LastAccessDate,Location,Views,UpVotes,DownVotes,AccountId
12315,1,2018-06-12T14:10:37.687,Amy Elder,2018-06-12T14:50:24.967,,0,0,0,8820026
12316,121,2018-06-12T15:51:19.940,Davide Cannizzo,2019-08-28T10:37:27.533,,5,0,0,9033460
12317,1,2018-06-12T17:13:18.567,NiqqerKiller,2018-06-12T17:13:18.567,,0,0,0,13762142
12318,1,2018-06-12T19:03:36.193,Blu,2018-06-12T19:03:36.193,,0,0,0,11962654
12319,1,2018-06-12T22:10:16.187,Cindy,2018-06-12T22:10:16.187,,0,0,0,13763606
12320,11,2018-06-13T00:27:22.757,Amy,2018-06-13T01:07:42.987,,0,0,0,13764037
12321,1,2018-06-13T00:29:16.017,user12321,2018-06-13T00:29:16.017,,0,0,0,13764042
12322,19,2018-06-13T23:13:42.610,Trent Cope,2018-06-14T03:28:06.720,,2,0,0,13771363
12323,1,2018-06-14T00:27:12.107,Donna Crayne,2018-06-14T00:27:12.107,,0,0,0,11686932
12324,1,2018-06-14T10:08:30.627,Jansen Yong,2018-06-14T10:08:30.627,Malaysia,0,0,0,5540259
12325,141,2018-06-14T10:31:47.277,theheadofabroom,2019-04-15T18:33:37.883,"London, United Kingdom",8,0,0,330968
12326,1,2018-06-14T13:41:08.797,olex,2018-06-14T13:41:08.797,,0,0,0,13775334
12327,133,2018-06-14T14:33:42.583,Matthew FitzGerald-Chamberlain,2021-02-03T04:16:46.353,"Austin, TX, United States",1,1,0,2925898
12328,11,2018-06-14T19:30:33.363,Brad789,2018-06-20T04:18:47.017,,0,0,0,13777476
12329,1,2018-06-14T23:58:35.110,sisu,2018-06-14T23:58:35.110,Sweden,0,0,0,13778329
12330,1,2018-06-15T06:06:15.087,user12330,2018-06-15T06:06:15.087,,1,0,0,13779624
12331,1,2018-06-15T06:10:27.787,Ethan Tan,2018-06-19T00:43:33.423,,0,0,0,13241335
12332,1,2018-06-15T07:03:07.717,Simpson Richard,2018-06-15T08:22:22.140,"Arizona, USA",5,0,0,13779890
12333,41,2018-06-15T15:15:57.930,Alaina Ingram,2018-06-15T15:15:57.930,,0,0,0,13782515
12334,1,2018-06-17T07:28:46.240,KidKai,2018-06-17T07:28:46.240,Earth,0,0,0,13789381
12335,1,2018-06-17T10:40:29.797,Megan Marshall,2018-06-17T13:35:43.003,,0,0,0,13789988
12336,1,2018-06-17T14:18:39.270,user12336,2018-06-17T16:31:50.187,,3,0,0,13790654
12337,173,2018-06-17T14:48:51.103,Klangen,2020-10-26T09:08:59.510,,1,6,0,2575293
12338,1,2018-06-17T15:28:01.543,Dansndg,2018-06-17T15:28:01.543,,1,0,0,13790899
12339,11,2018-06-17T20:35:22.853,Logan,2018-06-17T20:35:22.853,,0,0,0,13791884
12340,1,2018-06-18T01:24:58.543,Bob,2018-06-18T01:24:58.543,,0,0,0,13792554
12341,1,2018-06-18T15:48:46.137,Michael B.,2018-06-18T15:48:46.137,,0,0,0,12956467
12342,41,2018-06-18T20:30:56.223,Audrey,2018-06-18T21:04:47.637,,0,0,0,13797977
12343,1,2018-06-19T07:45:05.137,yogeshpalDM,2018-06-19T07:45:05.137,India,0,0,0,13800353
12344,1,2018-06-19T14:16:27.873,Steve Winslow,2018-06-19T18:08:55.623,,0,0,0,12025867
12345,31,2018-06-19T14:25:56.887,Squinney,2018-06-19T17:54:43.763,,0,0,0,5210662
12346,11,2018-06-19T18:42:26.277,ECC,2018-06-19T18:42:26.277,,0,0,0,13804521
12347,1,2018-06-19T22:25:10.173,user12347,2018-06-19T22:25:10.173,,0,0,0,13805510
12348,1,2018-06-20T08:17:08.910,bapf_,2018-07-01T21:43:49.940,"New Jersey, USA",0,0,0,13807837
12349,101,2018-06-20T13:22:37.980,Ashwin Prabhu,2018-12-18T14:03:33.027,"Bangalore, India",0,1,0,59417
12350,1,2018-06-20T19:28:54.360,Lucia Larios,2018-06-20T19:28:54.360,,0,0,0,13811922
12351,31,2018-06-21T06:47:59.450,Donna Rodriguez,2018-06-21T07:10:47.257,,0,0,0,13814507
12352,1,2018-06-21T11:21:07.100,Deeatk,2018-09-05T11:42:42.570,,0,0,0,13816170
12353,1,2018-06-22T00:27:16.013,Raquel Bautista,2018-06-22T05:30:34.703,,0,0,0,13820130
12354,1,2018-06-22T03:12:05.113,Sharon Malone,2018-06-22T14:08:27.980,,0,0,0,13820645
12355,1,2018-06-22T04:25:02.557,Lilly Nour,2018-06-22T04:25:02.557,,0,0,0,13820877
12356,1,2018-06-22T04:29:29.097,Genius Club,2018-06-22T04:29:29.097,,0,0,0,13820834
12357,101,2018-06-22T14:46:00.497,user902383,2020-07-24T23:26:58.517,,0,0,0,485835
12358,1,2018-06-23T08:15:42.780,Timothy Nations,2018-06-23T08:15:42.780,,0,0,0,13827630
12359,21,2018-06-23T16:41:22.767,Droopy,2018-07-01T16:26:23.030,,0,0,0,4400278
12360,1,2018-06-23T17:46:43.007,Annabella Krueth,2018-06-23T17:46:43.007,,0,0,0,13829668
12361,1,2018-06-23T18:51:24.083,fael,2018-06-23T18:51:24.083,,0,0,0,13828572
12362,1,2018-06-24T00:15:26.193,Diane ,2018-06-24T00:32:27.200,,0,0,0,13830623
12363,1,2018-06-24T00:26:58.913,Olivia the cat lady,2018-06-24T00:26:58.913,,0,0,0,13830650
12364,11,2018-06-24T00:35:46.360,TheeDanglingOwl,2020-10-08T03:12:25.837,"Ontario, Canada",1,0,0,13830664
12365,1,2018-06-24T00:49:29.690,Heather Marroquin,2018-06-26T05:46:53.303,,0,0,0,13830687
12366,1,2018-06-24T02:49:54.390,TODD MOSS,2018-06-24T02:49:54.390,,0,0,0,13830938
12367,1,2018-06-24T03:12:51.170,Lionside,2018-06-24T03:12:51.170,,0,0,0,1683213
12368,1,2018-06-24T09:11:15.530,user12368,2018-06-24T09:11:15.530,,0,0,0,13831930
12369,1,2018-06-24T11:48:38.000,aqau david,2018-06-24T11:48:38.000,,0,0,0,13832452
12370,1,2018-06-24T12:02:40.207,user9984533,2020-02-04T11:09:55.947,,0,0,0,13831881
12371,1,2018-06-24T13:29:47.530,user12371,2018-06-24T13:29:47.530,,0,0,0,13832780
12372,171,2018-06-24T19:25:15.960,Féileacán,2020-09-16T20:28:46.667,Hobbiton,5,2,0,10448035
12373,1,2018-06-24T23:27:32.627,SyCoDe,2018-06-24T23:27:32.627,everwhere,0,0,0,6097175
12374,11,2018-06-25T04:35:36.307,C.grace,2018-06-25T08:25:26.200,,0,0,0,13835513
12375,1,2018-06-25T06:33:27.710,Ilovecats,2018-06-25T06:33:27.710,,0,0,0,13836010
12376,1,2018-06-25T08:02:09.807,user12376,2018-06-25T08:02:09.807,,0,0,0,13836514
12377,469,2018-06-25T09:09:27.800,Marcello di Simone,2021-02-22T18:20:30.380,Hamburg,6,6,0,1078313
12378,1,2018-06-25T09:27:40.443,NEETHI N Nambiar,2018-06-28T11:07:00.650,,0,0,0,13772639
12379,1,2018-06-25T13:20:12.447,Mohandeep Singh,2018-06-25T13:20:12.447,,0,0,0,13656088
12380,1,2018-06-25T14:24:46.917,Jeannie bohley,2018-06-25T14:24:46.917,,0,0,0,13838807
12381,1,2018-06-26T04:37:01.323,Deanna Jacks,2018-06-26T04:37:01.323,,1,0,0,13842357
12382,101,2018-06-26T06:45:15.087,XP1,2020-08-30T02:54:30.010,,0,2,0,179672
12383,101,2018-06-26T06:49:58.923,entryton,2018-06-28T06:29:25.040,"Bangalore, India",0,0,0,2069489
12384,1,2018-06-26T08:06:20.657,Amanda Van der Bank,2018-06-26T08:06:20.657,,0,0,0,13843428
12385,1,2018-06-26T10:16:20.080,Linda Mills,2018-06-26T10:16:20.080,,0,0,0,13844245
12386,1,2018-06-26T13:54:23.827,chiropterist,2020-12-02T20:23:21.787,"Rhode Island, United States",0,0,0,4146025
12387,53,2018-06-26T15:23:13.940,vale.maio2,2020-04-15T13:29:31.270,,16,1,0,7488233
12388,31,2018-06-26T18:05:53.790,Sharon Smith,2018-06-27T01:13:47.417,,0,0,0,13847248
12389,101,2018-06-26T18:38:18.910,Tony Tannous,2020-06-30T22:34:45.107,,0,0,0,8730423
12390,391,2018-06-26T19:38:27.280,Cris,2021-01-14T09:54:52.363,"Lugano, Switzerland",5,6,0,5565991
12391,81,2018-06-26T19:56:56.363,user12391,2018-07-02T14:42:51.213,,0,0,0,13847756
12392,111,2018-06-26T20:18:42.640,jkettmann,2018-07-31T09:35:29.970,,1,0,0,4266324
12393,1,2018-06-27T04:10:33.633,Teri,2018-06-27T04:10:33.633,,0,0,0,13849407
12394,1,2018-06-27T18:15:26.773,Kaleigh,2018-06-27T18:15:26.773,"Suwanee, GA, USA",1,0,0,5355033
12395,41,2018-06-27T23:40:41.120,Zane,2018-06-29T15:44:46.970,,0,0,0,13855894
12396,1,2018-06-28T00:58:30.217,ruralpet,2018-06-28T00:58:30.217,,0,0,0,13856103
12397,123,2018-06-28T02:22:43.197,sodiumnitrate,2018-12-27T15:59:13.940,"Durham, NC",0,1,0,1824610
12398,101,2018-06-28T07:38:59.673,Krishna Prashatt,2018-06-28T09:39:27.533,"Bengaluru, Karnataka, India",0,0,0,11951801
12399,101,2018-06-28T10:53:31.977,JIV,2021-02-13T08:33:39.633,,0,0,0,277685
12401,101,2018-06-28T14:35:44.533,Lyrion,2019-02-27T10:21:27.877,,0,0,0,415789
12402,1,2018-06-28T18:23:38.697,steelerose,2019-08-01T22:20:55.320,,0,0,0,3366479
12403,101,2018-06-29T06:01:49.133,Adway Lele,2020-02-28T02:52:48.130,"Pune, Maharashtra, India",0,0,0,1761036
12404,21,2018-06-29T14:49:41.730,Tina D Driskell,2018-06-29T14:49:41.730,,2,0,0,13867337
12405,101,2018-06-29T15:42:21.003,Bravo Yeung,2018-06-29T15:42:21.003,"Shanghai City, China",0,0,0,4637854
12406,121,2018-06-29T20:46:54.857,credo56,2018-06-30T13:15:37.753,,0,0,0,5567780
12407,1,2018-06-30T02:57:05.583,Ava Maryssa,2018-06-30T03:23:53.893,,1,0,0,13869951
12408,41,2018-06-30T03:22:27.197,Franz,2018-06-30T20:32:44.130,,6,0,0,13870006
12409,161,2018-06-30T05:37:44.460,DaveO,2020-05-17T06:07:11.470,,0,0,0,185707
12410,1,2018-06-30T08:13:02.503,Pratik Bhatt,2018-07-25T06:06:14.900,,1,0,0,12424008
12412,1,2018-06-30T17:41:41.817,Bruce Finkelstein,2018-06-30T17:41:41.817,,0,0,0,13872827
12413,1,2018-06-30T18:30:46.503,The Man,2018-06-30T18:30:46.503,,2,0,0,13872986
12414,11,2018-06-30T18:49:42.167,Cibbir,2018-06-30T19:13:36.783,,0,0,0,13873044
12415,1,2018-06-30T19:28:45.437,user12415,2018-06-30T20:35:25.900,,0,0,0,13873133
12416,1,2018-06-30T19:58:45.147,Nancy Chicoine,2018-06-30T19:58:45.147,,5,0,0,13873195
12417,1,2018-07-01T01:02:03.150,Joe,2018-07-01T01:02:03.150,,0,0,0,13873933
12418,1,2018-07-01T03:17:22.810,miles. davis.,2018-07-06T12:47:16.227,,0,0,0,13874206
12419,1,2018-07-01T06:57:04.743,SPIDERMAN,2018-07-01T07:42:56.413,,0,0,0,13874743
12420,11,2018-07-01T17:15:44.680,Jill Henderson,2018-07-01T17:15:44.680,,1,0,0,13876767
12421,151,2018-07-01T21:32:03.873,bob,2021-02-02T22:40:23.213,,2,0,0,11169889
12422,111,2018-07-02T05:14:26.647,Ahmed Younes,2019-09-26T20:42:52.597,"Alexandria, Egypt",1,0,0,2023315
12423,11,2018-07-02T07:39:36.207,Ori Diaz,2018-07-02T07:55:00.230,,0,0,0,13879522
12424,1,2018-07-02T12:10:50.860,kate,2018-07-02T12:10:50.860,,3,0,0,13881144
12425,1,2018-07-02T19:42:28.497,Elizabeth Marquez,2018-07-02T19:42:28.497,,0,0,0,13883589
12426,1,2018-07-02T20:28:39.980,Tamara Kosovych,2018-07-02T20:28:39.980,,2,0,0,13883770
12427,1,2018-07-02T20:52:22.210,SharonSmith544,2018-08-02T16:52:16.003,,2,0,0,13883868
12428,11,2018-07-02T23:05:08.087,Amber,2018-07-02T23:05:08.087,,1,0,0,13884291
12429,141,2018-07-03T17:25:11.130,Cleo Indigo,2020-04-07T21:42:42.010,"Karachi, Pakistan",6,8,0,12906110
12430,31,2018-07-04T03:11:21.540,Shana Anderson,2018-07-04T17:39:40.353,,5,0,0,13892033
12431,101,2018-07-04T06:30:59.967,Lucifer,2020-03-25T09:25:38.887,"Ahmedabad, Gujarat, India",0,2,0,9361088
12433,11,2018-07-04T14:51:29.413,Vinicius Zolin De Jesus,2018-12-05T16:48:48.280,,0,0,0,6786669
12434,1,2018-07-04T15:00:36.240,Gary,2018-07-04T15:00:36.240,,0,0,0,13896076
12435,1,2018-07-04T17:54:30.713,GDB,2018-07-04T17:54:30.713,,0,0,0,13896946
12436,161,2018-07-04T18:57:56.550,Delorean,2018-10-02T22:37:10.353,Canada,0,0,0,1656963
12437,1,2018-07-05T04:14:18.497,Jayde,2018-07-29T11:37:45.897,,0,0,0,13898836
12438,41,2018-07-05T04:24:08.033,christina willis,2018-07-05T04:24:08.033,,1,0,0,13898875
12439,71,2018-07-05T04:41:25.520,Ekultan,2018-07-05T04:41:25.520,,1,0,0,13898943
12440,1,2018-07-05T10:01:03.787,Peter Gartner Randrup,2018-07-05T10:01:03.787,,0,0,0,13900810
12441,11,2018-07-06T02:02:01.810,DiaperRiot,2018-07-06T02:02:01.810,,6,0,0,13905698
12442,133,2018-07-06T03:52:43.693,matt stokes,2020-01-06T19:35:47.920,,2,0,0,10209040
12443,1,2018-07-06T04:06:26.687,Jo Shier,2018-07-06T04:06:26.687,,0,0,0,13906122
12444,21,2018-07-06T06:34:30.023,Anu,2019-02-10T17:49:13.553,,4,0,0,13906726
12445,1,2018-07-06T20:33:05.040,Hugo Federico,2018-07-06T20:33:05.040,"Miami, FL, United States",0,0,0,10224777
12446,41,2018-07-07T03:12:48.833,Tabitha,2018-07-08T05:32:53.897,,5,0,0,13912129
12447,3,2018-07-07T03:33:22.277,Tabitha624,2018-07-07T03:33:22.277,,1,0,0,13912191
12449,11,2018-07-07T06:23:06.957,Shinah Moore,2018-07-07T06:23:06.957,,0,0,0,13912660
12450,31,2018-07-07T07:17:16.363,Katelin,2018-07-07T11:34:58.987,,2,0,0,13912842
12451,111,2018-07-07T20:29:00.787,CDspace,2020-06-25T20:38:15.730,United States,0,0,0,990464
12452,101,2018-07-08T11:13:52.097,EKons,2019-10-10T13:00:15.513,"Agia Paraskevi, Greece",0,0,0,2771931
12453,21,2018-07-08T22:27:49.643,Kendra,2018-07-08T22:45:00.770,,0,0,0,13920240
12454,1,2018-07-08T22:39:00.350,Ben,2018-07-08T22:39:00.350,,4,0,0,13920269
12455,21,2018-07-09T02:01:42.480,Brynn d,2018-07-09T12:34:02.513,,0,0,0,13920758
12456,1,2018-07-09T03:53:49.527,Brian Aceves,2018-07-09T03:53:49.527,,0,0,0,13921122
12457,1,2018-07-09T05:34:14.890,Jordan Seidl,2018-07-09T05:34:14.890,,0,0,0,13921471
12460,1,2018-07-09T13:15:32.537,Rockwell Pets Pro,2018-07-09T14:27:01.523,,0,0,0,13924211
12461,173,2018-07-09T18:20:41.250,Sam,2020-12-23T13:48:22.360,,0,1,1,5321798
12462,1,2018-07-09T21:27:02.440,Analyst123456789,2018-07-09T21:27:02.440,USA,0,0,0,13329800
12463,1,2018-07-10T03:39:00.610,Asha Gautam,2018-07-10T05:40:02.863,,0,0,0,13928177
12464,11,2018-07-10T04:23:31.943,Shayla Wishloff,2018-07-10T04:23:31.943,,37,0,0,13928324
12465,13,2018-07-10T09:29:09.613,Lavesh Pillay,2021-02-16T10:36:35.030,South Africa,1,0,0,11848970
12466,31,2018-07-10T13:33:46.967,Inge Nakel,2018-07-10T13:33:46.967,,1,0,0,13931497
12467,1,2018-07-10T15:13:07.277,Fran Ferrari,2018-07-10T15:13:07.277,,0,0,0,5146777
12468,11,2018-07-10T22:47:31.177,Emily,2018-07-10T22:47:31.177,,1,0,0,13934316
12469,1,2018-07-11T07:38:52.370,cool aid,2018-09-02T17:57:19.897,,0,0,0,13936470
12470,101,2018-07-11T12:39:51.867,SHRLY,2019-12-04T11:43:55.900,"Brno, Česko",0,1,0,10918431
12471,259,2018-07-11T13:02:10.040,Hani Gotc,2021-02-12T11:41:34.557,,53,84,0,2702634
12472,101,2018-07-11T19:45:52.777,Jeff Miller,2018-07-11T20:37:38.440,"Annapolis, MD",0,2,0,2342592
12473,1,2018-07-11T21:36:34.880,Lewis Bailey,2018-07-11T21:36:34.880,,0,0,0,13941534
12474,111,2018-07-12T03:04:48.720,an earwig,2018-10-31T14:57:15.240,"Columbia, SC, United States",0,1,0,2192098
12475,1,2018-07-12T09:17:12.707,smileywaveygirl,2018-07-12T09:17:12.707,,0,0,0,13944479
12476,403,2018-07-12T13:32:32.787,cas,2018-07-27T02:44:41.223,,88,4,0,5258098
12477,121,2018-07-12T17:06:47.000,RandomUs1r,2020-05-27T20:08:35.873,USA,0,0,0,2248723
12478,121,2018-07-12T17:13:31.410,Nova,2020-10-22T16:20:06.660,Canada,20,1,0,3416619
12479,31,2018-07-12T17:31:18.267,Raj Lakshmi,2018-07-12T17:31:18.267,,1,0,0,13947773
12480,101,2018-07-12T17:47:15.223,Valorum,2021-02-25T00:54:40.527,UK,14,3,0,3776439
12482,587,2018-07-12T19:34:23.057,Headblender,2019-08-20T22:44:25.673,,8,0,0,11615557
12483,101,2018-07-12T20:11:13.113,wedstrom,2020-03-03T23:34:03.043,,0,0,0,1119992
12484,170,2018-07-12T20:27:44.757,Lord Farquaad,2018-12-12T14:29:32.263,Duloc,6,4,1,6768216
12485,101,2018-07-12T21:25:07.207,zero,2018-12-11T18:01:47.140,"Seattle, WA, United States",0,2,0,3358190
12486,103,2018-07-12T21:39:10.917,Paŭlo Ebermann,2021-01-09T01:25:59.790,"Berlin, Germany",1,0,0,295869
12487,51,2018-07-13T01:58:07.583,Jason Crosby,2018-07-13T01:58:07.583,,3,0,0,13949720
12488,101,2018-07-13T02:21:55.197,yngabl,2021-02-24T13:19:46.267,,0,1,0,3466978
12489,101,2018-07-13T03:50:43.757,ESR,2019-10-15T10:56:35.480,,0,0,0,2601693
12490,31,2018-07-13T05:15:25.613,Stevernator,2018-07-27T06:23:31.710,A geodesic dome on Benzar (exact location kept secret for security purposes),1,2,0,13566350
12491,260,2018-07-13T06:15:55.500,Belle,2020-09-07T07:37:29.897,"Zeeland, Netherlands",2,8,1,4287396
12492,101,2018-07-13T07:09:55.483,Keatinge,2020-10-31T01:51:49.823,,0,1,0,2346999
12493,101,2018-07-13T07:26:59.207,Our,2020-06-14T06:50:30.783,,0,4,0,6687366
12494,31,2018-07-13T08:02:01.117,user10074751,2018-07-18T08:24:57.923,,0,0,0,13951275
12495,101,2018-07-13T08:05:10.383,Namnodorel,2019-10-15T19:34:03.963,Germany,0,0,0,7188795
12496,101,2018-07-13T08:59:30.713,MansNotHot,2018-07-13T13:47:43.000,Not,3,0,0,10834404
12497,101,2018-07-13T09:28:25.370,kubanczyk,2020-12-31T17:21:25.480,"Warsaw, Poland",3,1,0,42145
12498,101,2018-07-13T09:59:46.480,Gloweye,2019-11-07T11:07:10.020,,0,1,0,5445009
12499,101,2018-07-13T11:50:52.237,Doctor Jones,2021-01-13T09:02:49.817,"Nottingham, United Kingdom",0,11,0,17514
12500,1,2018-07-13T11:54:10.527,Caramelpoptart With sprinkles,2018-07-13T14:15:28.643,,0,0,0,13952720
12501,18550,2018-07-13T12:25:08.563,Elmy,2021-02-27T18:49:43.677,,342,665,13,1031043
12502,101,2018-07-13T14:26:27.257,Tomislav Muic,2018-07-13T14:26:27.257,"Zagreb, Croatia",0,1,0,1604850
12503,101,2018-07-13T14:37:00.247,stuart stevenson,2020-10-26T17:09:19.533,,0,0,0,11705368
12504,143,2018-07-13T14:41:41.820,Daneel,2020-06-24T12:45:17.033,France,0,4,0,8895376
12505,111,2018-07-13T15:31:17.733,ekrah,2018-08-22T18:16:31.463,,0,0,0,2498800
12506,101,2018-07-13T16:14:20.667,blurry,2018-09-01T15:44:49.350,,0,2,0,13336259
12507,101,2018-07-13T16:49:19.243,kmiklas,2020-08-24T14:32:32.203,"New Jersey, USA, Exit 131",3,1,0,1656778
12508,101,2018-07-13T17:16:04.440,MJeffryes,2021-01-15T15:39:13.323,"Cambridge, United Kingdom",0,0,0,47371
12509,1,2018-07-13T17:23:17.360,Anoua,2020-11-10T19:02:18.790,United States,0,0,0,4983589
12510,261,2018-07-13T18:31:14.763,Jamie Clinton,2018-10-08T17:48:49.553,,1,2,0,407813
12511,141,2018-07-13T20:12:40.087,Colyn1337,2020-02-14T18:59:41.823,"Seattle, WA, USA",1,0,0,2802746
12512,41,2018-07-13T20:31:36.187,Big mama Mataya,2018-07-13T22:33:21.117,,0,0,0,13955446
12513,101,2018-07-13T20:56:59.627,josinalvo,2019-10-10T15:04:06.270,,0,8,0,1128108
12514,51,2018-07-13T22:32:27.067,Amanda,2018-07-13T22:32:27.067,,0,0,0,13955842
12515,101,2018-07-13T23:01:15.283,Stan Kurdziel,2018-07-13T23:01:15.283,"San Diego, CA",0,2,0,191004
12516,101,2018-07-13T23:04:23.817,Ezekiel Elin,2018-07-13T23:04:23.817,,0,2,0,2350662
12517,101,2018-07-14T00:48:27.480,JoL,2021-02-13T01:18:45.093,,0,12,0,8685386
12518,41,2018-07-14T02:52:12.120,Casey,2018-07-14T02:52:12.120,,4,0,0,13956467
12519,131,2018-07-14T03:32:05.493,RealSteel,2019-01-16T10:22:31.663,"Hyderabad, India",2,0,0,2309300
12520,1,2018-07-14T07:18:30.267,Georgette King,2018-07-14T07:18:30.267,,0,0,0,13957224
12521,101,2018-07-14T15:07:01.197,pklimczu,2018-07-14T15:07:01.197,"Warsaw, Poland",0,0,0,3564272
12522,1,2018-07-14T16:13:38.310,Todd Kutemeier,2018-07-14T16:13:38.310,,0,0,0,13960157
12523,1,2018-07-14T19:03:15.400,Senethys,2018-07-14T19:03:15.400,Sweden,0,0,0,5136366
12524,41,2018-07-14T19:07:49.347,Melissa Feuer Owens,2018-07-14T19:07:49.347,,0,0,0,13960807
12525,101,2018-07-14T20:19:50.907,Ruslan,2020-10-25T13:26:37.410,"St. Petersburg, Russia",1,2,0,342606
12527,23,2018-07-14T21:47:17.657,Andrew Walsh,2018-09-11T20:23:51.930,,0,0,0,7405070
12528,101,2018-07-14T21:48:26.520,TripeHound,2021-01-24T14:08:12.570,"Bolton, United Kingdom",1,5,0,2397966
12529,131,2018-07-15T02:17:36.713,Chris Altig,2021-01-04T00:39:38.690,Washington,1,2,0,2784308
12530,1,2018-07-15T03:16:39.353,Ms Margaret gartside,2018-07-15T03:16:39.353,,0,0,0,13961920
12531,101,2018-07-15T03:40:33.673,februaryInk,2021-02-25T18:24:43.000,,0,0,0,4488196
12532,1,2018-07-15T05:44:20.737,joe m,2018-07-15T05:44:20.737,,0,0,0,13962291
12533,228,2018-07-15T06:33:20.643,Zoey Boles,2019-03-24T18:55:50.710,"Denver, CO, United States",7,16,3,1070366
12534,101,2018-07-15T10:25:36.247,Baptiste Candellier,2020-10-26T10:55:26.447,France,0,1,0,3775282
12535,31,2018-07-15T10:30:31.190,Gaiabot,2018-11-07T00:26:37.810,,0,0,0,13861470
12536,367,2018-07-15T11:04:05.553,supermario,2020-11-10T19:07:37.967,,2,6,0,376313
12537,135,2018-07-15T15:30:37.473,Fazal Rasel,2021-02-06T15:47:08.627,"Chittagong, Bangladesh",3,1,0,4000851
12538,31,2018-07-15T15:49:26.010,venessa,2018-07-15T21:55:32.817,,17,0,0,13964320
12539,1,2018-07-16T02:30:01.670,Sharon Berry,2018-07-16T02:30:01.670,,0,0,0,13966139
12540,1,2018-07-16T02:55:51.410,David Steinberg,2018-07-17T20:41:50.530,,0,0,0,13966231
12541,341,2018-07-16T04:36:46.487,PandaPants,2020-09-07T15:18:12.907,,7,11,1,13325058
12542,101,2018-07-16T04:39:36.677,rovyko,2020-03-25T03:19:39.943,"Waterloo, ON, Canada",0,1,0,4653230
12543,1,2018-07-16T09:10:24.063,Tarin,2018-10-30T06:53:29.673,,0,0,0,10355964
12544,1,2018-07-16T09:20:41.537,Richard Owens,2018-07-16T09:20:41.537,,0,0,0,13968050
12545,101,2018-07-16T10:07:26.057,LarsH,2020-10-01T20:37:33.150,US,0,2,0,186022
12546,101,2018-07-16T10:58:58.893,Egg Vans,2019-02-28T17:16:44.577,North East England,0,0,0,411412
12547,101,2018-07-16T13:39:19.820,The Evil Greebo,2018-07-19T15:39:33.350,"Baltimore, MD",0,0,0,242359
12548,1,2018-07-16T13:49:48.030,Rubal Walia,2020-09-18T04:41:14.610,"Jaipur, Rajasthan, India",1,0,0,8633761
12549,226,2018-07-16T15:30:41.203,Bruce Kirkpatrick,2020-09-19T19:42:11.863,"Aurora, CO, USA",1,1,0,13960006
12550,41,2018-07-16T16:26:58.180,Laura,2018-08-11T16:51:11.190,,0,0,0,13970782
12551,61,2018-07-16T17:00:07.877,allyballybee,2018-07-16T21:52:56.223,,1,0,0,13970968
12552,1,2018-07-16T21:48:33.930,Richard Honeysett,2018-07-17T06:25:49.953,,0,0,0,13972346
12554,1,2018-07-17T03:16:48.260,Lisa Pedraza,2018-07-17T03:16:48.260,"Bronx, NY, United States",0,0,0,9113243
12555,101,2018-07-17T11:09:51.307,Neonit,2020-10-01T19:15:33.157,Germany,0,0,0,2887965
12556,191,2018-07-17T12:52:44.730,Shirru,2019-03-28T13:13:37.023,,1,11,0,12420930
12557,101,2018-07-17T15:04:11.070,davidb,2019-01-25T16:22:45.983,"Newcastle, UK",0,0,0,1564914
12558,101,2018-07-17T21:31:56.550,jirig,2018-08-21T01:41:07.783,Czech Republic,0,3,0,4934129
12559,1,2018-07-18T07:36:14.550,MsInWaiting,2019-02-09T12:29:03.040,,0,0,0,13982101
12560,1,2018-07-18T08:51:52.930,Flur,2018-07-18T09:08:24.373,"Melbourne VIC, Australia",1,0,0,13982621
12561,101,2018-07-18T11:47:14.077,user53923,2021-01-25T11:15:37.710,Europe,4,4,0,8413077
12562,1,2018-07-18T12:48:27.037,Tipa Riordan,2018-07-18T12:48:27.037,Germany,1,0,0,13936062
12563,41,2018-07-18T16:57:05.800,Lkakl,2018-08-02T01:30:02.137,,0,0,0,13985897
12564,1,2018-07-18T17:47:03.057,Connie Garza,2018-07-18T17:47:03.057,,0,0,0,13986182
12565,1,2018-07-18T18:06:18.503,Alexander Celeste,2018-07-22T20:45:39.613,"St. Paul, MN",0,0,0,435514
12566,21,2018-07-18T19:33:04.183,Laura,2018-07-18T19:33:04.183,,2,0,0,13986777
12567,1,2018-07-19T01:43:54.190,Victor Morell,2018-07-19T01:43:54.190,,0,0,0,13988066
12568,1,2018-07-19T02:40:31.910,Trudy Bratkon,2018-07-19T02:40:31.910,,0,0,0,13988294
12569,1,2018-07-19T03:54:34.240,Bayer Australia,2018-08-03T04:35:35.297,,0,0,0,13988570
12570,1,2018-07-19T11:06:02.767,Ted,2018-07-19T11:06:02.767,,0,0,0,13991039
12571,1,2018-07-19T19:45:36.613,Mark Orcutt,2018-07-19T19:45:36.613,"Bentonville, AR, USA",0,0,0,13994041
12572,1,2018-07-19T23:35:29.920,Kyree,2018-07-26T23:13:16.777,,0,0,0,13995183
12573,1,2018-07-20T00:22:06.997,LeeAnn Coventry,2018-07-20T00:22:06.997,,0,0,0,13995313
12574,123,2018-07-20T09:34:37.240,Edwin,2020-05-17T11:31:56.130,,0,1,0,1745683
12575,101,2018-07-20T10:51:46.933,smcs,2020-11-12T17:48:15.117,,0,0,0,6779244
