Id,CreationDate,PostId,RelatedPostId,LinkTypeId
78269,2015-10-07T10:53:20.103,10451,7941,3
79240,2015-10-07T22:44:28.080,10441,6487,1
79241,2015-10-07T22:50:18.263,10441,6045,1
79374,2015-10-09T14:36:00.763,10498,971,1
79552,2015-10-11T15:31:25.227,10507,7486,1
79575,2015-10-11T17:59:59.763,10510,1925,1
79603,2015-10-11T23:40:41.590,10507,7486,3
79923,2015-10-14T12:52:01.130,10542,2484,1
80399,2015-10-18T11:08:22.410,10588,1848,1
80400,2015-10-18T11:08:22.410,10588,134,1
80401,2015-10-18T11:08:22.410,10588,2349,1
80667,2015-10-20T14:26:13.023,10616,617,1
80668,2015-10-20T14:26:13.023,10616,1961,1
80709,2015-10-21T14:33:25.720,10616,1503,1
80710,2015-10-21T14:33:25.720,10616,6263,1
80711,2015-10-21T14:33:25.720,10616,1882,1
80712,2015-10-21T14:33:25.720,10616,1460,1
80713,2015-10-21T14:33:25.720,10616,1441,1
80861,2015-10-23T10:27:03.423,10629,2734,1
80864,2015-10-23T10:57:29.490,10631,10311,1
81122,2015-10-25T18:16:37.600,10635,523,1
81511,2015-10-30T03:02:23.783,10677,373,1
81707,2015-11-01T09:55:33.110,10687,1848,1
81757,2015-11-01T23:38:02.647,10703,469,1
81758,2015-11-02T03:01:15.217,10703,469,3
81823,2015-11-03T11:40:56.650,10712,3069,1
81824,2015-11-03T11:40:56.650,10712,3199,1
81825,2015-11-03T11:43:27.997,10713,9255,1
81961,2015-11-04T14:23:34.843,10712,3212,1
81962,2015-11-04T14:23:34.843,10712,6980,1
82035,2015-11-06T16:41:20.950,9856,4371,1
82275,2015-11-11T17:53:10.020,10777,1834,1
82287,2015-11-11T19:25:00.597,10776,10076,3
82288,2015-11-11T19:25:50.880,10777,1834,3
82337,2015-11-14T00:58:41.903,10746,7502,1
82362,2015-11-14T15:11:55.277,10805,9890,1
82399,2015-11-14T23:05:28.003,10809,10380,1
82400,2015-11-14T23:05:28.003,10809,9451,1
82446,2015-11-16T15:25:13.737,10818,4413,1
82575,2015-11-19T01:51:35.660,10843,5947,1
82576,2015-11-19T03:41:46.870,10843,5947,3
82581,2015-11-19T13:39:09.620,10844,10105,1
82613,2015-11-20T00:57:32.433,10847,9989,1
82643,2015-11-20T16:54:59.190,10847,9989,3
82728,2015-11-23T23:08:07.310,10861,215,1
82752,2015-11-24T10:04:35.007,10866,2361,1
82823,2015-11-25T21:16:10.250,10856,1856,1
82878,2015-11-27T07:43:04.527,10895,6228,1
82939,2015-11-29T01:42:48.303,10893,6487,1
83039,2015-12-01T11:32:20.883,4340,551,1
83042,2015-12-01T12:55:23.520,10917,469,1
83043,2015-12-01T12:55:23.520,10917,5728,1
83044,2015-12-01T12:55:23.520,10917,9856,1
83045,2015-12-01T12:55:23.520,10917,266,1
83130,2015-12-02T18:20:37.483,10930,644,1
83209,2015-12-04T09:18:31.577,10946,1962,1
83210,2015-12-04T09:18:31.577,10946,1320,1
83215,2015-12-04T09:31:44.237,10948,8006,1
83253,2015-12-05T18:40:26.750,10946,551,1
83254,2015-12-05T18:40:26.750,10946,1817,1
83262,2015-12-06T02:38:50.007,10959,347,1
83274,2015-12-06T10:44:44.463,10948,8006,3
83602,2015-12-07T01:35:35.543,10964,2229,1
83603,2015-12-07T01:35:35.543,10964,10809,1
83604,2015-12-07T01:35:35.543,10964,2219,1
83649,2015-12-07T11:49:50.190,10978,692,1
83974,2015-12-11T11:01:29.017,11009,10329,1
83975,2015-12-11T11:01:29.017,11009,1788,1
83998,2015-12-11T15:21:30.190,11012,7429,1
83999,2015-12-11T15:21:30.190,11012,5593,1
84111,2015-12-12T22:31:59.943,3067,5442,1
84164,2015-12-13T11:38:04.467,11009,10329,3
84446,2015-12-15T23:06:12.823,11067,9443,1
84997,2015-12-21T05:24:36.970,11117,67,1
84998,2015-12-21T05:25:23.387,11117,10741,1
85104,2015-12-22T16:07:29.893,11133,1809,1
85327,2015-12-25T00:53:16.927,11117,67,3
85328,2015-12-25T01:07:05.647,11152,11142,1
86035,2016-01-04T17:10:46.717,11192,5541,1
86102,2016-01-06T07:49:30.600,11192,5541,3
86294,2016-01-11T12:19:37.937,11223,5581,1
86303,2016-01-11T14:51:41.270,11224,197,1
86361,2016-01-13T15:05:45.070,523,10635,1
86406,2016-01-14T02:30:30.367,11261,10279,1
86509,2016-01-16T00:05:35.327,11272,10310,1
86513,2016-01-16T03:54:25.120,11281,1765,1
86580,2016-01-18T12:17:41.217,11286,1503,1
86581,2016-01-18T12:17:41.217,11286,692,1
86582,2016-01-18T12:17:41.217,11286,1853,1
86583,2016-01-18T12:17:41.217,11286,1962,1
86634,2016-01-19T20:56:43.270,11277,2103,1
86636,2016-01-19T22:33:46.017,11277,2103,3
86667,2016-01-20T14:04:00.853,11299,16,1
86913,2016-01-25T12:27:06.000,11286,10449,1
86914,2016-01-25T12:27:06.000,11286,11064,1
86915,2016-01-25T15:02:51.987,11328,9504,1
87010,2016-01-27T18:43:21.157,11348,2463,1
87150,2016-01-29T21:03:25.197,11370,5879,1
87161,2016-01-30T00:35:49.487,854,5705,1
87202,2016-01-30T11:29:07.297,11370,5879,3
87219,2016-01-30T21:19:45.053,11374,473,1
87242,2016-01-31T10:44:24.613,11378,6983,3
87306,2016-02-01T12:21:22.963,11387,7777,1
87319,2016-02-01T15:16:04.177,11388,238,1
87383,2016-02-02T14:38:23.990,11392,480,1
87446,2016-02-03T18:25:25.400,11392,480,3
88165,2016-02-09T12:22:10.553,11433,11275,1
88441,2016-02-11T17:31:30.963,11348,2463,3
88502,2016-02-12T15:12:07.833,11455,1672,3
88605,2016-02-13T11:55:59.307,11467,2354,1
88608,2016-02-13T12:12:29.550,11467,10449,1
88609,2016-02-13T12:12:29.550,11467,514,1
90094,2016-02-19T13:21:52.287,11501,1254,1
90318,2016-02-22T11:09:15.027,11518,2917,1
90320,2016-02-22T11:51:21.143,11511,1922,1
90420,2016-02-23T11:25:32.493,11518,2917,3
90485,2016-02-24T11:02:06.677,11528,2715,1
90634,2016-02-25T18:30:19.163,11533,285,1
90686,2016-02-26T14:04:18.907,11501,1254,3
90783,2016-02-26T19:22:41.613,11525,9580,1
90959,2016-02-28T13:03:52.673,11575,8034,1
91048,2016-02-29T03:18:36.677,11571,7709,1
91094,2016-02-29T19:50:07.673,11564,3159,1
91216,2016-03-03T03:29:27.227,11602,2901,1
91353,2016-03-04T01:55:09.673,11611,179,1
91465,2016-03-06T11:26:21.223,11633,7976,1
91476,2016-03-06T11:27:18.523,11633,1817,1
91551,2016-03-07T14:43:37.727,11639,1908,1
91552,2016-03-07T14:44:23.477,11639,1772,1
91573,2016-03-07T15:49:25.077,11631,1394,1
91642,2016-03-08T12:29:55.493,11652,7529,1
91682,2016-03-09T12:54:48.407,11664,6245,1
91696,2016-03-09T18:03:37.773,11664,6245,3
91728,2016-03-10T03:56:59.403,11602,2901,3
91739,2016-03-10T03:58:28.410,11571,7709,3
91740,2016-03-10T03:59:35.117,11639,1908,3
91800,2016-03-11T09:25:23.657,11676,11675,3
91801,2016-03-11T09:27:58.347,11675,3028,1
91802,2016-03-11T09:27:58.347,11675,1147,1
91817,2016-03-11T17:30:01.170,11645,780,1
91860,2016-03-12T08:33:55.510,7976,11633,1
91861,2016-03-12T08:38:54.927,11678,8122,1
91862,2016-03-12T08:38:54.927,11678,1998,1
91863,2016-03-12T08:40:32.997,11675,1147,3
92142,2016-03-17T17:53:28.650,11698,1908,1
92153,2016-03-18T03:02:56.777,11717,1601,1
92201,2016-03-19T09:34:13.627,11724,8163,1
92202,2016-03-19T09:34:13.627,11724,107,1
92203,2016-03-19T09:34:13.627,11724,5971,1
92204,2016-03-19T09:34:13.627,11724,7299,1
92205,2016-03-19T09:34:13.627,11724,1386,1
92206,2016-03-19T09:34:13.627,11724,10557,1
92210,2016-03-19T15:24:16.180,11698,1908,3
92273,2016-03-20T07:55:26.100,11729,2791,1
92275,2016-03-20T09:02:25.953,11729,2791,3
92313,2016-03-21T13:31:33.807,11741,197,1
92319,2016-03-21T17:43:43.637,11741,197,3
92401,2016-03-22T17:46:52.663,11779,2571,1
92402,2016-03-22T21:56:11.893,11779,2571,3
92492,2016-03-24T20:56:17.050,10374,5523,1
92518,2016-03-25T10:32:54.420,11798,7104,1
92545,2016-03-25T14:13:39.883,11799,1816,1
92546,2016-03-25T14:13:39.883,11799,925,1
92594,2016-03-26T14:15:58.123,11808,10866,1
92692,2016-03-28T22:15:28.393,11821,223,1
92693,2016-03-28T22:19:55.497,11821,6609,1
92751,2016-03-29T16:29:07.513,11821,223,3
92752,2016-03-29T17:16:32.367,11822,2103,1
92794,2016-03-30T10:14:32.767,6581,10380,1
92804,2016-03-30T17:59:55.453,11546,6644,1
92892,2016-04-01T10:03:07.640,11546,6644,3
92893,2016-04-01T10:03:53.347,11822,2103,3
92950,2016-04-02T13:55:55.313,9586,2936,1
93068,2016-04-04T13:52:03.403,11889,8126,1
93069,2016-04-04T14:31:33.490,11895,6899,1
93083,2016-04-04T17:54:54.440,11895,2916,1
93084,2016-04-04T17:55:24.210,9860,1925,3
93365,2016-04-05T09:53:51.600,11895,2916,3
93366,2016-04-05T09:53:51.600,11895,6899,3
93377,2016-04-05T16:44:20.897,11901,1518,1
93464,2016-04-06T12:06:50.160,11919,721,1
93465,2016-04-06T12:29:26.470,11919,11183,1
93490,2016-04-06T13:41:57.303,11919,721,3
93506,2016-04-06T14:46:34.360,11921,2132,1
93588,2016-04-07T10:01:46.360,11921,2132,3
93719,2016-04-08T18:19:33.553,11943,2290,3
93773,2016-04-09T13:09:35.643,11945,6245,1
93889,2016-04-10T09:27:20.327,11945,6245,3
94017,2016-04-11T16:02:31.817,11972,2562,1
94038,2016-04-11T20:56:45.090,11970,2103,1
94306,2016-04-14T16:35:32.400,12011,8173,1
94462,2016-04-15T13:50:53.607,12019,3227,1
94728,2016-04-17T20:16:20.700,12042,12039,1
94809,2016-04-18T19:31:11.283,12044,6564,1
94941,2016-04-19T13:49:21.157,12058,12059,1
94960,2016-04-19T20:48:02.587,12068,2800,1
94971,2016-04-19T20:48:25.493,12058,12059,3
95040,2016-04-20T18:53:56.963,12042,12039,3
95683,2016-04-25T16:43:28.220,12090,7318,1
95934,2016-04-28T16:49:32.883,12133,10834,1
95935,2016-04-28T16:58:11.533,12133,10834,3
95979,2016-04-28T21:29:03.473,12126,2855,1
95980,2016-04-28T21:32:02.427,12126,7498,1
96019,2016-04-29T12:59:29.607,12140,3275,1
96131,2016-05-01T20:58:47.163,12152,12150,1
96229,2016-05-02T14:26:15.133,12140,3275,3
96367,2016-05-04T14:25:13.853,12126,2855,3
96370,2016-05-04T15:03:35.107,2219,10809,1
96640,2016-05-09T13:48:39.063,12192,2103,1
96663,2016-05-09T17:19:52.377,12208,3108,1
96664,2016-05-09T17:19:52.377,12208,6997,1
96665,2016-05-09T17:19:52.377,12208,6581,1
96751,2016-05-11T15:57:33.790,12228,6581,1
96789,2016-05-12T12:51:11.507,12208,12228,1
96862,2016-05-14T07:54:41.103,12243,5470,1
96980,2016-05-16T15:26:05.703,12252,5442,1
96981,2016-05-16T15:26:05.703,12252,7363,1
96982,2016-05-16T15:26:05.703,12252,10696,1
96986,2016-05-16T17:52:09.413,12199,11889,1
97061,2016-05-18T13:36:17.317,9854,2219,1
97062,2016-05-18T14:04:16.393,12264,2219,1
97063,2016-05-18T14:04:16.393,12264,1320,1
97064,2016-05-18T14:04:16.393,12264,8122,1
97065,2016-05-18T14:04:16.393,12264,978,1
97142,2016-05-20T10:03:44.763,12243,5470,3
97154,2016-05-20T10:40:51.017,12296,7977,1
97157,2016-05-20T14:20:43.027,12296,8158,1
97158,2016-05-20T14:26:28.070,12296,11889,1
97226,2016-05-21T13:42:35.897,12308,5904,1
97693,2016-05-26T16:08:14.340,591,12368,1
97694,2016-05-26T16:08:55.193,12368,591,1
99668,2016-06-06T11:30:46.617,13430,473,1
99918,2016-06-08T23:44:50.307,13458,854,1
99919,2016-06-09T00:08:40.167,13460,10380,1
99920,2016-06-09T00:08:40.167,13460,1783,1
99967,2016-06-09T13:50:41.417,13464,2281,1
99999,2016-06-09T20:30:52.200,13454,650,1
100000,2016-06-09T20:32:02.660,13454,5593,1
100010,2016-06-09T20:38:13.433,13465,1009,1
100011,2016-06-09T20:38:13.433,13465,3127,1
100016,2016-06-09T21:20:17.090,13467,1966,1
100047,2016-06-10T01:25:27.110,13465,3127,3
100175,2016-06-11T15:30:44.180,13478,3075,1
100244,2016-06-11T22:33:05.397,13479,469,1
100394,2016-06-13T13:17:20.083,13479,469,3
100621,2016-06-14T15:51:56.547,13480,5593,1
100930,2016-06-17T12:55:46.750,9309,11924,1
100931,2016-06-17T13:37:18.173,13527,196,1
100936,2016-06-17T13:40:34.393,13493,13527,1
100959,2016-06-17T18:19:51.813,13521,1881,1
101138,2016-06-20T01:35:46.987,13539,1834,1
101139,2016-06-20T01:37:03.650,13539,11299,1
101673,2016-06-26T21:55:46.353,13585,7320,3
101729,2016-06-27T07:11:22.457,13593,13489,1
102416,2016-07-05T13:58:28.107,13672,11347,1
102493,2016-07-07T01:35:58.570,13690,10753,1
102697,2016-07-11T00:26:43.743,13710,6581,1
102698,2016-07-11T00:26:43.743,13710,3108,1
102935,2016-07-15T11:17:41.047,13751,617,1
102936,2016-07-15T11:17:41.047,13751,8194,1
103178,2016-07-19T13:15:16.597,9751,1312,1
103191,2016-07-19T14:11:06.903,13770,854,1
103192,2016-07-19T14:11:06.903,13770,2237,1
103193,2016-07-19T14:11:06.903,13770,5877,1
103194,2016-07-19T14:37:42.390,13786,13774,1
103272,2016-07-20T17:48:54.207,13795,677,1
103273,2016-07-20T17:48:54.207,13795,925,1
103274,2016-07-20T17:48:54.207,13795,8194,1
103275,2016-07-20T18:12:01.150,13796,3297,1
103276,2016-07-20T18:12:01.150,13796,2527,1
103277,2016-07-20T18:25:26.420,13795,11064,1
103351,2016-07-21T10:01:02.513,12080,10773,1
103352,2016-07-21T11:37:57.000,13781,8126,1
103353,2016-07-21T11:37:57.000,13781,8194,1
103367,2016-07-21T13:36:30.640,13781,1320,1
103388,2016-07-21T15:35:16.893,13815,6729,1
103449,2016-07-22T13:45:21.620,13772,215,1
103466,2016-07-22T16:30:44.287,13824,6823,1
103467,2016-07-22T16:42:06.747,13825,2354,1
103633,2016-07-25T10:24:17.807,13850,10699,1
103634,2016-07-25T10:24:17.807,13850,6111,1
103635,2016-07-25T10:24:17.807,13850,11436,1
103636,2016-07-25T10:25:17.480,13850,11436,3
103650,2016-07-25T14:42:50.617,13854,1925,1
103712,2016-07-26T00:18:11.963,13862,13863,1
103819,2016-07-28T11:12:12.533,13796,13677,1
103822,2016-07-28T12:39:21.527,13876,5947,3
103873,2016-07-29T14:56:22.080,13889,12308,1
103920,2016-07-29T23:08:14.237,13892,1147,1
103942,2016-07-30T00:34:13.977,13893,6834,1
103943,2016-07-30T00:35:38.233,13892,1147,3
103944,2016-07-30T00:40:53.867,13894,13635,1
104052,2016-08-01T09:20:43.357,13901,11652,3
104053,2016-08-01T09:26:47.483,13904,1003,3
104054,2016-08-01T09:36:14.140,12222,12240,1
104055,2016-08-01T09:46:43.530,13899,610,3
104544,2016-08-03T16:43:51.590,13919,215,1
106025,2016-08-08T13:26:40.533,14939,215,1
106075,2016-08-08T23:36:54.917,14977,798,3
106374,2016-08-11T20:55:52.077,14954,1218,1
106377,2016-08-11T22:19:38.590,14992,11614,1
106677,2016-08-13T22:38:34.027,15016,2529,3
106678,2016-08-13T22:39:32.093,15016,5593,1
106851,2016-08-15T14:00:18.740,15032,6581,3
106852,2016-08-15T14:03:56.727,10866,2361,3
106853,2016-08-15T14:04:17.833,15026,2361,1
106954,2016-08-16T13:37:00.397,15049,13830,3
106955,2016-08-16T13:40:52.113,15048,5879,1
106958,2016-08-16T15:09:07.667,15048,9259,1
107095,2016-08-17T22:36:10.513,15061,3040,1
107138,2016-08-18T13:30:17.413,15061,3040,3
107168,2016-08-18T16:23:37.280,15070,6494,1
107169,2016-08-18T16:24:15.933,15070,10441,1
107170,2016-08-18T16:26:00.593,15067,6081,3
107324,2016-08-19T21:50:37.003,15091,12040,1
107699,2016-08-23T18:03:32.203,7554,617,1
107853,2016-08-24T23:40:49.497,15150,15121,1
107854,2016-08-24T23:40:49.497,15150,617,1
108111,2016-08-27T19:16:23.593,15172,11387,1
108634,2016-09-05T14:06:17.383,15217,470,3
108674,2016-09-06T13:55:25.840,15222,1601,1
108694,2016-09-07T08:59:41.973,15212,15022,1
108740,2016-09-08T10:21:31.347,15232,2553,3
108838,2016-09-10T11:42:11.767,15244,3300,1
108839,2016-09-10T11:42:11.767,15244,10111,1
108840,2016-09-10T11:42:11.767,15244,501,1
108909,2016-09-11T10:04:24.117,15250,6357,3
108941,2016-09-12T13:00:42.490,15257,5448,1
109272,2016-09-16T21:17:32.537,3142,5466,1
109418,2016-09-19T12:45:38.357,15315,1578,1
109419,2016-09-19T12:45:38.357,15315,7252,1
109420,2016-09-19T12:45:38.357,15315,925,1
109425,2016-09-19T12:51:04.630,15314,7554,3
109629,2016-09-23T14:59:28.350,15345,1671,1
109801,2016-09-26T13:08:32.893,15362,6050,1
109889,2016-09-28T11:50:32.693,15370,23,1
109943,2016-09-29T09:44:02.007,15370,23,3
110688,2016-10-06T11:35:39.320,15431,1009,3
110798,2016-10-07T10:37:19.783,15423,15437,1
110829,2016-10-07T22:51:43.930,15437,15423,1
111155,2016-10-11T11:52:32.650,15469,14992,1
111181,2016-10-11T16:23:43.483,15468,215,1
111207,2016-10-11T18:49:24.757,15289,6357,1
111208,2016-10-11T18:50:08.193,15289,9537,1
111321,2016-10-12T10:49:01.903,15475,8194,1
111521,2016-10-14T10:10:13.867,15495,6281,1
111532,2016-10-14T10:10:57.250,6281,15495,1
111702,2016-10-16T13:39:06.193,15201,12152,1
112068,2016-10-20T10:03:45.863,15540,358,1
112069,2016-10-20T10:03:45.863,15540,5987,1
112070,2016-10-20T10:03:45.863,15540,1998,1
112216,2016-10-21T23:33:46.737,15540,5667,1
112267,2016-10-22T08:40:45.253,15556,2123,1
112668,2016-10-28T16:03:21.750,15599,6141,1
112679,2016-10-28T16:03:52.353,6141,15599,1
112718,2016-10-28T21:34:43.073,15600,9808,1
112844,2016-10-30T10:31:09.107,677,925,1
112845,2016-10-30T10:31:09.107,677,8126,1
112893,2016-10-30T20:17:46.813,15621,6823,3
112910,2016-10-31T08:07:34.387,15632,726,1
112954,2016-10-31T17:30:13.803,15632,15641,1
112987,2016-11-01T13:08:50.503,15645,6508,1
113089,2016-11-03T13:23:27.960,15662,1817,1
113090,2016-11-03T13:23:27.960,15662,8122,1
113091,2016-11-03T13:39:41.687,15108,2025,1
113117,2016-11-03T17:57:27.633,15668,6581,1
113118,2016-11-03T17:57:27.633,15668,6997,1
113119,2016-11-03T17:57:27.633,15668,3108,1
113138,2016-11-04T10:07:42.063,15378,2210,1
113153,2016-11-04T15:26:42.810,15668,6581,3
113154,2016-11-04T17:30:56.670,15672,13677,1
113162,2016-11-04T22:20:39.743,15674,780,1
113374,2016-11-08T14:22:38.377,15702,215,1
113410,2016-11-09T01:48:04.523,1379,2884,1
113481,2016-11-10T15:00:01.440,15540,5667,3
113550,2016-11-12T04:26:10.070,15720,6376,1
113769,2016-11-17T12:07:31.363,15740,914,1
113801,2016-11-17T18:44:40.840,15744,617,1
114283,2016-11-29T08:18:35.147,15163,12354,1
114350,2016-11-30T17:10:08.660,15720,6376,3
114686,2016-12-02T17:50:12.520,15832,1699,1
114687,2016-12-02T17:50:12.520,15832,1848,1
115104,2016-12-08T12:22:29.183,15842,914,1
115451,2016-12-12T13:18:56.513,15885,6093,1
116021,2016-12-18T22:56:49.950,15926,1848,1
116099,2016-12-19T20:59:26.437,15926,760,1
116129,2016-12-20T14:23:28.047,15933,1848,1
116291,2016-12-22T14:16:06.813,15926,760,3
116292,2016-12-22T14:16:06.813,15926,1848,3
116293,2016-12-22T14:16:26.663,9309,11924,3
116294,2016-12-22T14:16:42.813,15842,914,3
116356,2016-12-23T14:17:07.303,15957,1556,1
116467,2016-12-25T11:25:48.740,15962,3108,1
116468,2016-12-25T11:25:48.740,15962,6262,1
116469,2016-12-25T11:25:48.740,15962,854,1
116657,2016-12-28T13:33:55.307,15980,10329,1
116686,2016-12-29T01:20:37.473,15986,15916,1
116687,2016-12-29T01:20:37.473,15986,1908,1
116688,2016-12-29T01:20:37.473,15986,10571,1
116909,2017-01-01T11:46:18.987,16021,5593,1
117208,2017-01-06T16:40:46.337,16058,7876,1
117242,2017-01-07T03:23:27.250,16058,7876,3
117378,2017-01-09T19:27:01.897,15522,12152,1
117379,2017-01-09T19:27:01.897,15522,15506,1
117447,2017-01-10T09:30:01.997,16089,610,1
117496,2017-01-10T19:20:25.717,16097,6220,1
117679,2017-01-13T19:25:27.017,16125,10834,1
117807,2017-01-15T23:34:45.713,16141,10380,1
118079,2017-01-20T19:01:26.657,16192,10805,1
118086,2017-01-20T23:01:32.373,16192,12394,1
118158,2017-01-22T03:48:19.640,16192,2179,1
118263,2017-01-23T19:16:55.160,16179,2179,1
118377,2017-01-25T03:28:11.743,16179,2179,3
118505,2017-01-27T18:31:24.623,16232,5865,1
118566,2017-01-29T15:33:41.097,16248,796,3
118802,2017-01-30T17:49:30.290,16242,2134,1
118942,2017-02-01T12:51:55.877,16267,7699,1
118994,2017-02-02T05:52:36.330,16275,10355,1
119170,2017-02-04T19:34:50.010,16294,10061,1
119345,2017-02-06T18:50:19.617,16309,16278,1
119452,2017-02-07T12:06:42.740,16316,2715,3
119946,2017-02-11T16:04:33.353,16352,6228,1
120222,2017-02-14T16:08:34.713,16390,16239,1
120233,2017-02-14T16:10:16.343,16239,16390,1
120236,2017-02-14T19:11:34.057,16390,881,3
120299,2017-02-15T13:34:12.600,16386,1460,1
120390,2017-02-16T11:39:26.693,16386,692,1
120478,2017-02-17T15:28:03.467,16352,6228,3
120923,2017-02-23T10:27:08.890,16392,9537,1
121220,2017-02-27T18:32:19.973,16477,673,1
121250,2017-02-28T12:34:03.353,16435,215,1
121291,2017-03-01T08:47:05.307,16489,241,1
121394,2017-03-03T19:24:23.323,15239,692,1
121432,2017-03-04T10:01:11.373,16508,3056,1
121433,2017-03-04T10:01:11.373,16508,2919,1
121592,2017-03-07T09:25:01.513,16510,215,1
121642,2017-03-08T13:03:03.087,16535,16516,1
121645,2017-03-08T17:49:21.080,16516,12197,3
121646,2017-03-08T17:49:40.863,16535,12197,3
121667,2017-03-08T20:45:57.847,16492,5952,1
121673,2017-03-08T22:11:16.607,16537,6448,1
121779,2017-03-11T14:26:43.573,16547,6674,1
122125,2017-03-16T09:37:11.680,16594,6581,3
122238,2017-03-17T17:39:08.177,16614,16612,1
122284,2017-03-18T12:45:19.467,16612,16614,1
122317,2017-03-18T19:05:54.707,16609,215,1
122340,2017-03-18T22:43:03.290,16622,107,1
122361,2017-03-19T10:19:53.747,16622,5805,1
122362,2017-03-19T10:19:53.747,16622,3159,1
122412,2017-03-20T03:35:34.657,16634,2850,1
122427,2017-03-20T13:13:37.020,16634,2850,3
122596,2017-03-22T12:18:51.857,16656,10047,1
122645,2017-03-23T01:54:16.520,16656,10047,3
122740,2017-03-24T00:09:58.593,501,9781,1
122803,2017-03-24T19:57:40.850,16697,2553,1
123039,2017-03-29T11:50:11.510,16728,2179,1
123045,2017-03-29T15:39:29.890,16726,12197,1
123371,2017-03-31T14:20:51.793,16489,241,3
123380,2017-03-31T14:25:02.160,16741,16742,1
123405,2017-03-31T22:01:27.630,16747,7973,1
123438,2017-04-01T11:50:55.750,14,6515,1
123439,2017-04-01T11:50:55.750,14,2032,1
123450,2017-04-01T12:01:07.043,16750,8126,1
123451,2017-04-01T12:02:15.333,14,16750,1
123495,2017-04-01T18:55:37.793,16750,1417,1
123797,2017-04-04T15:21:02.633,16775,67,1
123811,2017-04-04T17:50:05.820,16775,67,3
124118,2017-04-07T07:57:19.283,6359,14,1
124282,2017-04-09T03:02:03.283,16817,6825,1
124306,2017-04-09T09:40:01.093,16817,6825,3
124604,2017-04-11T12:17:12.200,16837,14,1
125403,2017-04-17T14:59:31.487,16726,12197,3
125407,2017-04-17T16:38:05.187,16880,7777,1
125525,2017-04-18T11:02:16.143,16882,1908,1
125555,2017-04-18T17:21:44.037,16315,219,1
125736,2017-04-20T00:45:39.013,16885,15380,1
125763,2017-04-20T00:51:19.670,16885,15380,3
125853,2017-04-20T14:42:35.943,16912,16406,1
125854,2017-04-20T14:42:35.943,16912,16467,1
125855,2017-04-20T14:42:35.943,16912,16031,1
125884,2017-04-20T17:31:46.703,16913,6209,1
125990,2017-04-21T12:40:30.557,16922,714,1
126423,2017-04-26T16:12:26.070,15017,726,1
126513,2017-04-27T16:40:15.307,16973,10635,1
126545,2017-04-28T01:20:54.900,16882,1908,3
127380,2017-05-09T17:26:44.230,17061,251,1
127381,2017-05-09T17:29:11.247,17061,17018,1
127543,2017-05-11T08:12:57.790,15770,114,1
127544,2017-05-11T08:13:08.600,17087,114,1
127625,2017-05-12T15:27:55.763,17087,114,3
127679,2017-05-13T11:21:44.930,17105,5736,1
127680,2017-05-13T11:21:44.930,17105,5734,1
127681,2017-05-13T11:21:44.930,17105,15693,1
128023,2017-05-17T16:05:08.727,17128,1699,1
128024,2017-05-17T16:06:45.093,17128,8141,1
128257,2017-05-20T19:30:08.907,15770,114,3
128424,2017-05-23T14:09:13.900,17177,15683,3
128543,2017-05-25T11:30:57.160,17195,387,3
128558,2017-05-25T14:36:16.437,17199,10135,1
128720,2017-05-27T19:51:03.843,17223,2516,1
128721,2017-05-27T19:51:03.843,17223,6045,1
128722,2017-05-27T19:51:03.843,17223,10441,1
128723,2017-05-27T19:51:03.843,17223,7085,1
129381,2017-05-30T12:28:38.017,17245,16090,3
129438,2017-05-31T12:45:10.103,17255,1891,1
129451,2017-05-31T12:58:42.153,17247,8126,1
129597,2017-06-02T12:19:02.630,17259,9372,3
129844,2017-06-04T05:11:43.723,17280,914,1
130163,2017-06-07T03:59:05.483,17299,75,1
130318,2017-06-08T13:25:12.877,17199,10135,3
130513,2017-06-09T15:04:42.907,17332,6009,1
130574,2017-06-09T22:34:49.137,17341,6983,3
130743,2017-06-11T11:28:05.710,17354,11937,1
130855,2017-06-12T09:53:15.330,17354,11937,3
131024,2017-06-12T14:12:44.427,17363,5593,1
131305,2017-06-14T12:11:07.170,17391,7830,1
131428,2017-06-15T14:39:03.067,17280,914,3
131522,2017-06-16T13:21:34.480,17403,2410,1
131878,2017-06-19T12:27:37.477,17406,16367,1
132042,2017-06-20T10:21:13.170,17453,1277,1
132182,2017-06-21T15:55:00.200,17406,17321,1
132404,2017-06-23T17:05:21.790,17488,1938,1
132685,2017-06-26T12:23:32.447,17509,380,1
132741,2017-06-26T15:46:09.083,17509,380,3
132832,2017-06-27T12:33:12.007,17415,17532,3
132878,2017-06-27T14:43:17.623,17533,16975,1
132935,2017-06-27T22:25:59.723,17548,10636,3
133002,2017-06-28T11:23:03.107,17556,9594,1
133003,2017-06-28T11:35:36.147,17556,9594,3
133072,2017-06-29T14:07:48.590,17564,2199,1
133227,2017-07-01T12:04:11.807,17584,17582,1
133228,2017-07-01T12:04:11.807,17584,925,1
133332,2017-07-02T11:08:05.810,17598,2553,1
133333,2017-07-02T11:11:55.423,2553,17598,1
133334,2017-07-02T11:12:38.463,17584,17598,1
133449,2017-07-03T11:44:46.813,17604,5736,1
133450,2017-07-03T11:51:08.890,17604,692,1
133483,2017-07-03T17:27:57.313,17604,1503,1
133497,2017-07-04T08:09:45.230,17604,6792,1
133499,2017-07-04T08:40:33.200,17604,551,1
133540,2017-07-04T19:37:03.030,17609,17608,1
