Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastActivityDate,Title,AnswerCount,CommentCount,FavoriteCount,ContentLicense,LastEditorUserId,LastEditDate,ParentId,ClosedDate,CommunityOwnedDate
2741,2,,2016-04-22T05:25:13.330,3,,1256,2016-04-22T05:25:13.330,,,0,,CC BY-SA 3.0,,,2738,,
2742,2,,2016-04-22T06:09:08.957,3,,1319,2016-04-22T06:09:08.957,,,0,,CC BY-SA 3.0,,,2738,,
2743,2,,2016-04-22T11:52:36.317,2,,2488,2016-04-22T11:52:36.317,,,1,,CC BY-SA 3.0,,,2715,,
2744,2,,2016-04-24T16:57:21.010,2,,2492,2016-04-24T16:57:21.010,,,1,,CC BY-SA 3.0,,,2729,,
2745,1,2746,2016-04-24T17:52:30.880,6,4313,2493,2017-01-19T13:08:28.650,Doppio vs. Short Black: What's The Difference?,3,1,,CC BY-SA 3.0,,,,,
2746,2,,2016-04-24T17:58:34.330,5,,127,2016-04-24T17:58:34.330,,,0,,CC BY-SA 3.0,,,2745,,
2747,2,,2016-04-24T19:34:13.617,4,,1848,2017-01-15T06:36:35.070,,,0,,CC BY-SA 3.0,1848,2017-01-15T06:36:35.070,2745,,
2748,2,,2016-04-25T12:09:39.507,1,,2494,2016-04-25T12:09:39.507,,,1,,CC BY-SA 3.0,,,81,,
2749,2,,2016-04-25T22:10:27.590,3,,2493,2016-04-25T22:10:27.590,,,0,,CC BY-SA 3.0,-1,2020-06-18T08:36:22.093,2680,,
2750,2,,2016-04-25T22:21:33.997,2,,2493,2016-04-26T23:02:00.800,,,1,,CC BY-SA 3.0,2493,2016-04-26T23:02:00.800,2600,,
2751,2,,2016-04-26T11:17:31.223,5,,2367,2016-04-26T11:17:31.223,,,1,,CC BY-SA 3.0,,,2716,,
2752,1,,2016-04-26T15:42:35.857,6,3162,2412,2016-05-14T17:40:02.830,Typical set up/menu for farmer's market coffee stand?,2,0,1,CC BY-SA 3.0,,,,,
2753,2,,2016-04-26T15:44:17.597,3,,76,2016-04-28T23:35:18.127,,,0,,CC BY-SA 3.0,76,2016-04-28T23:35:18.127,2716,,
2754,1,2757,2016-04-26T16:20:38.280,7,152,2493,2018-04-03T12:22:37.267,What Are The Merits of Different Green Coffee Processing Methods?,2,0,,CC BY-SA 3.0,5272,2018-04-03T12:22:37.267,,,
2755,2,,2016-04-26T16:30:43.760,7,,101,2016-04-26T17:02:31.023,,,2,,CC BY-SA 3.0,-1,2020-06-18T08:36:22.093,2752,,
2756,2,,2016-04-26T18:56:17.713,3,,1848,2016-06-20T12:46:26.303,,,4,,CC BY-SA 3.0,1848,2016-06-20T12:46:26.303,2754,,
2757,2,,2016-04-27T06:44:56.860,4,,76,2016-04-27T19:00:10.940,,,0,,CC BY-SA 3.0,76,2016-04-27T19:00:10.940,2754,,
2758,2,,2016-04-27T19:54:35.927,0,,819,2016-04-27T19:54:35.927,,,0,,CC BY-SA 3.0,,,2699,,
2759,2,,2016-04-27T20:05:27.517,2,,819,2016-04-27T20:05:27.517,,,0,,CC BY-SA 3.0,,,2696,,
2760,2,,2016-04-27T21:31:21.150,3,,1922,2017-01-10T07:58:01.523,,,3,,CC BY-SA 3.0,1922,2017-01-10T07:58:01.523,1923,,
2763,1,2764,2016-04-29T11:09:07.683,1,118,2418,2016-04-29T11:35:25.273,Can my tamping method damage the basket or portafilter?,1,0,,CC BY-SA 3.0,,,,,
2764,2,,2016-04-29T11:35:25.273,2,,1848,2016-04-29T11:35:25.273,,,0,,CC BY-SA 3.0,,,2763,,
2765,2,,2016-04-29T13:20:40.130,2,,2512,2016-04-29T13:51:22.823,,,0,,CC BY-SA 3.0,1848,2016-04-29T13:51:22.823,2643,,
2766,1,,2016-04-30T15:33:47.297,7,2365,2493,2016-05-23T02:05:17.810,How Much Should I Spend When Investing In An At-Home Espresso Machine?,4,2,,CC BY-SA 3.0,1848,2016-05-01T20:54:37.330,,,
2767,2,,2016-05-01T00:53:30.003,3,,2230,2016-05-01T00:53:30.003,,,0,,CC BY-SA 3.0,,,2643,,
2768,1,2770,2016-05-01T13:42:15.667,7,501,2520,2016-05-02T01:56:41.607,Paper Filters for Basket,1,0,,CC BY-SA 3.0,,,,,
2769,2,,2016-05-01T21:06:37.590,2,,1848,2016-05-01T21:06:37.590,,,0,,CC BY-SA 3.0,,,2766,,
2770,2,,2016-05-02T01:56:41.607,5,,262,2016-05-02T01:56:41.607,,,1,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,2768,,
2771,2,,2016-05-03T18:42:05.210,5,,825,2019-11-22T15:36:44.160,,,3,,CC BY-SA 4.0,825,2019-11-22T15:36:44.160,3,,
2772,1,,2016-05-03T20:23:33.790,7,241,1848,2016-11-04T19:34:44.830,Which books do you recommend to read for people who are interested in coffee?,4,5,1,CC BY-SA 3.0,1502,2016-05-13T11:01:37.147,,,
2773,5,,2016-05-04T14:04:50.140,0,,-1,2016-05-04T14:04:50.140,,,0,,CC BY-SA 3.0,-1,2016-05-04T14:04:50.140,,,
2774,4,,2016-05-04T14:04:50.140,0,,1848,2016-05-12T06:20:05.637,,,0,,CC BY-SA 3.0,262,2016-05-12T06:20:05.637,,,
2775,2,,2016-05-04T16:45:47.893,2,,1068,2016-05-04T16:45:47.893,,,0,,CC BY-SA 3.0,,,2772,,
2776,1,,2016-05-07T11:48:46.473,4,118,2541,2020-10-11T12:19:45.017,Delongi Eletta Usage,2,1,,CC BY-SA 3.0,,,,,
2777,2,,2016-05-07T12:17:24.357,1,,1848,2016-05-07T12:17:24.357,,,3,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,2776,,
2778,2,,2016-05-08T05:56:53.117,0,,1896,2016-05-08T06:43:13.543,,,0,,CC BY-SA 3.0,1848,2016-05-08T06:43:13.543,1923,,
2779,2,,2016-05-08T06:00:10.073,1,,1896,2016-05-08T06:00:10.073,,,1,,CC BY-SA 3.0,,,2772,,
2780,1,,2016-05-08T18:24:36.040,3,551,2207,2016-05-11T10:39:00.697,General How-To: Arduino Based PID for Saeco Aroma,1,0,2,CC BY-SA 3.0,,,,,
2781,1,,2016-05-08T23:20:33.913,7,3086,2549,2018-05-03T03:20:57.493,Large scale cold brewing - Mesh bag technique - What size mesh is best?,5,0,,CC BY-SA 3.0,2549,2016-05-08T23:30:43.883,,,
2782,1,2784,2016-05-09T04:42:32.500,6,1377,2551,2019-02-04T11:24:41.573,how to make French Press coffee the right way?,5,2,,CC BY-SA 3.0,1848,2016-05-09T11:37:13.550,,,
2783,2,,2016-05-09T06:57:54.093,10,,1118,2016-05-09T06:57:54.093,,,0,,CC BY-SA 3.0,,,2782,,
2784,2,,2016-05-09T11:37:24.927,1,,1848,2016-05-09T11:37:24.927,,,0,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,2782,,
2786,1,,2016-05-09T12:21:30.583,7,2318,2551,2019-12-26T03:29:40.683,Bulletproof Coffee - Is There A Good Replacement For Grass-Fed Butter?,2,1,1,CC BY-SA 3.0,2493,2016-05-10T18:55:43.197,,,
2787,2,,2016-05-09T18:02:12.043,6,,76,2016-05-09T18:02:12.043,,,1,,CC BY-SA 3.0,,,2786,,
2788,1,,2016-05-09T22:00:13.917,2,719,2556,2016-08-15T21:37:54.843,Reliable and safe stove top milk steamers,2,0,,CC BY-SA 3.0,,,,,
2789,2,,2016-05-10T15:52:14.503,4,,2560,2016-05-10T15:52:14.503,,,1,,CC BY-SA 3.0,,,2766,,
2791,1,,2016-05-10T20:53:09.880,4,95,2412,2016-05-11T02:33:39.187,Barista Classes,2,1,,CC BY-SA 3.0,,,,,
2792,2,,2016-05-10T21:53:42.403,1,,1848,2016-05-10T21:53:42.403,,,0,,CC BY-SA 3.0,,,2791,,
2793,2,,2016-05-11T02:33:39.187,3,,2493,2016-05-11T02:33:39.187,,,0,,CC BY-SA 3.0,-1,2020-06-18T08:36:22.093,2791,,
2794,2,,2016-05-11T06:52:53.247,2,,2565,2016-05-11T06:52:53.247,,,1,,CC BY-SA 3.0,,,1998,,
2795,2,,2016-05-11T10:39:00.697,2,,1848,2016-05-11T10:39:00.697,,,0,,CC BY-SA 3.0,,,2780,,
2796,1,2942,2016-05-11T11:29:53.770,6,611,1848,2016-07-11T12:11:29.227,Coffee ground sieves: Can they make a noticeable change in the flavor?,1,1,1,CC BY-SA 3.0,2241,2016-05-13T11:01:02.533,,,
2797,2,,2016-05-11T21:03:39.973,2,,1848,2016-05-11T21:03:39.973,,,0,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,209,,
2798,1,,2016-05-12T09:17:19.383,8,4911,,2017-12-05T22:57:06.713,What are the flavor characteristics of under-roasted coffee?,5,0,2,CC BY-SA 3.0,1848,2016-05-12T11:55:46.163,,,
2799,1,,2016-05-12T12:01:44.160,7,1848,2568,2016-05-13T13:24:57.843,Can a cup of coffee explode if heated in microwave?,3,5,1,CC BY-SA 3.0,1848,2016-05-12T12:16:37.033,,2016-05-14T22:46:12.023,
2800,2,,2016-05-12T12:12:09.713,3,,1848,2016-05-13T20:21:38.333,,,4,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,2798,,
2801,2,,2016-05-12T12:27:38.133,1,,1848,2016-05-12T12:27:38.133,,,0,,CC BY-SA 3.0,,,2799,,
2802,2,,2016-05-12T14:37:33.457,1,,2493,2016-05-12T14:37:33.457,,,0,,CC BY-SA 3.0,-1,2020-06-18T08:36:22.093,2799,,
2803,2,,2016-05-12T18:58:21.740,3,,2571,2016-05-17T00:25:15.843,,,0,,CC BY-SA 3.0,262,2016-05-17T00:25:15.843,1883,,
2804,2,,2016-05-12T19:03:08.513,1,,2571,2016-05-17T00:20:08.937,,,3,,CC BY-SA 3.0,262,2016-05-17T00:20:08.937,2781,,
2805,2,,2016-05-12T19:06:24.607,1,,2571,2016-05-17T00:21:57.470,,,0,,CC BY-SA 3.0,262,2016-05-17T00:21:57.470,2643,,
2806,2,,2016-05-13T00:33:04.657,3,,2367,2016-05-15T01:26:48.277,,,0,,CC BY-SA 3.0,2367,2016-05-15T01:26:48.277,2772,,
2807,2,,2016-05-13T04:35:24.753,3,,1118,2016-05-13T13:24:57.843,,,0,,CC BY-SA 3.0,1118,2016-05-13T13:24:57.843,2799,,
2808,1,,2016-05-13T10:16:20.943,2,247,2572,2016-05-13T11:10:29.663,What paper cups does can be used for both cold drinks and coffee?,1,2,,CC BY-SA 3.0,1848,2016-05-13T11:10:29.663,,,
2809,2,,2016-05-13T11:08:44.123,2,,1848,2016-05-13T11:08:44.123,,,0,,CC BY-SA 3.0,,,2808,,
2810,2,,2016-05-13T11:20:28.767,5,,2367,2016-05-13T22:10:44.110,,,0,,CC BY-SA 3.0,2367,2016-05-13T22:10:44.110,2798,,
2812,1,2813,2016-05-14T00:34:09.697,14,2399,2578,2019-04-17T06:28:09.700,What can I do with bad coffee beans?,9,2,3,CC BY-SA 3.0,2578,2016-05-17T17:31:29.673,,,
2813,2,,2016-05-14T00:55:23.557,14,,1302,2016-05-14T00:55:23.557,,,2,,CC BY-SA 3.0,,,2812,,
2814,2,,2016-05-14T08:32:53.150,16,,2572,2016-05-14T08:32:53.150,,,0,,CC BY-SA 3.0,,,2812,,
2815,1,,2016-05-14T17:03:31.433,4,3077,2572,2018-02-12T18:53:26.880,Are ghost-burr grinders better than conical burrs?,1,3,,CC BY-SA 3.0,,,,,
2816,2,,2016-05-14T17:40:02.830,3,,2572,2016-05-14T17:40:02.830,,,0,,CC BY-SA 3.0,,,2752,,
2817,2,,2016-05-14T17:43:04.703,2,,2572,2016-05-18T03:32:09.580,,,4,,CC BY-SA 3.0,2572,2016-05-18T03:32:09.580,2156,,
2818,2,,2016-05-14T17:49:03.700,2,,2572,2016-05-14T17:49:03.700,,,0,,CC BY-SA 3.0,,,2782,,
2819,2,,2016-05-14T17:51:31.073,-1,,2572,2016-05-14T17:51:31.073,,,0,,CC BY-SA 3.0,,,2766,,
2820,2,,2016-05-14T20:05:29.820,8,,1786,2016-05-14T20:05:29.820,,,0,,CC BY-SA 3.0,,,2782,,
2821,1,2825,2016-05-17T00:32:06.087,5,245,2493,2016-08-04T20:44:45.793,What are coffee flavorings found around the globe?,4,0,2,CC BY-SA 3.0,1848,2016-05-17T08:32:16.870,,,
2822,2,,2016-05-17T00:36:20.987,4,,262,2016-05-17T00:36:20.987,,,0,,CC BY-SA 3.0,,,2812,,
2823,5,,2016-05-17T00:43:19.657,0,,2493,2016-05-17T16:26:56.327,,,0,,CC BY-SA 3.0,2493,2016-05-17T16:26:56.327,,,
2824,4,,2016-05-17T00:43:19.657,0,,2493,2016-05-17T16:26:47.730,,,0,,CC BY-SA 3.0,2493,2016-05-17T16:26:47.730,,,
2825,2,,2016-05-17T08:54:02.040,5,,1848,2016-07-31T22:04:32.357,,,0,,CC BY-SA 3.0,1848,2016-07-31T22:04:32.357,2821,,
2827,2,,2016-05-17T16:49:04.777,4,,2203,2016-05-17T16:49:04.777,,,3,,CC BY-SA 3.0,,,2821,,
2828,2,,2016-05-17T17:30:45.830,10,,1719,2016-05-17T20:04:35.830,,,6,,CC BY-SA 3.0,1848,2016-05-17T20:04:35.830,2812,,
2829,1,2830,2016-05-18T09:30:30.370,6,204,2594,2016-05-18T14:34:12.283,How to make lattes with plant milk,1,1,,CC BY-SA 3.0,,,,,
2830,2,,2016-05-18T12:05:02.747,6,,1502,2016-05-18T14:34:12.283,,,0,,CC BY-SA 3.0,1502,2016-05-18T14:34:12.283,2829,,
2831,5,,2016-05-19T14:27:27.500,0,,2493,2016-05-23T13:48:33.997,,,0,,CC BY-SA 3.0,2493,2016-05-23T13:48:33.997,,,
2832,4,,2016-05-19T14:27:27.500,0,,2493,2016-05-23T13:51:21.077,,,0,,CC BY-SA 3.0,2493,2016-05-23T13:51:21.077,,,
2833,5,,2016-05-19T14:34:57.897,0,,2493,2016-05-23T13:51:17.967,,,0,,CC BY-SA 3.0,2493,2016-05-23T13:51:17.967,,,
2834,4,,2016-05-19T14:34:57.897,0,,2493,2016-05-23T13:51:06.090,,,0,,CC BY-SA 3.0,262,2016-05-23T13:51:06.090,,,
2835,5,,2016-05-19T14:44:22.917,0,,2493,2016-05-23T13:51:43.577,,,0,,CC BY-SA 3.0,2493,2016-05-23T13:51:43.577,,,
2836,4,,2016-05-19T14:44:22.917,0,,2493,2016-05-23T14:02:54.700,,,0,,CC BY-SA 3.0,262,2016-05-23T14:02:54.700,,,
2837,5,,2016-05-19T14:46:38.727,0,,2493,2016-05-23T13:51:50.687,,,0,,CC BY-SA 3.0,2493,2016-05-23T13:51:50.687,,,
2838,4,,2016-05-19T14:46:38.727,0,,2493,2016-05-23T14:03:00.073,,,0,,CC BY-SA 3.0,2493,2016-05-23T14:03:00.073,,,
2839,1,,2016-05-20T03:39:13.483,7,348,2572,2016-05-27T22:09:24.403,Best stories of coffee consumption in historical times?,4,5,,CC BY-SA 3.0,1848,2016-05-24T08:44:49.620,,2016-05-28T14:55:48.647,
2840,2,,2016-05-20T04:09:49.807,5,,2493,2016-05-20T04:09:49.807,,,0,,CC BY-SA 3.0,,,2839,,
2842,1,2843,2016-05-21T11:55:49.670,7,161,52,2018-04-17T06:01:19.587,Does this look like a decent coffee grinder?,1,0,,CC BY-SA 3.0,5272,2018-04-17T06:01:19.587,,,
2843,2,,2016-05-21T12:45:10.823,7,,2493,2016-05-21T13:18:06.807,,,3,,CC BY-SA 3.0,2493,2016-05-21T13:18:06.807,2842,,
2844,1,2847,2016-05-21T21:32:23.217,4,1001,2614,2016-05-23T11:11:14.643,What gives coffee its acidic (sour) taste?,3,1,,CC BY-SA 3.0,1848,2016-05-23T11:00:48.913,,,
2845,2,,2016-05-23T02:05:17.810,1,,2619,2016-05-23T02:05:17.810,,,1,,CC BY-SA 3.0,,,2766,,
2846,2,,2016-05-23T03:33:54.517,1,,2620,2016-05-23T10:50:37.923,,,1,,CC BY-SA 3.0,1848,2016-05-23T10:50:37.923,2844,,
2847,2,,2016-05-23T03:53:40.500,3,,2572,2016-05-23T03:53:40.500,,,0,,CC BY-SA 3.0,,,2844,,
2848,2,,2016-05-23T11:11:14.643,3,,1848,2016-05-23T11:11:14.643,,,0,,CC BY-SA 3.0,,,2844,,
2849,2,,2016-05-24T06:57:25.897,4,,2624,2016-05-26T08:45:57.613,,,0,,CC BY-SA 3.0,1118,2016-05-26T08:45:57.613,425,,
2850,2,,2016-05-24T07:04:15.163,1,,2623,2016-10-07T09:40:14.110,,,1,,CC BY-SA 3.0,2751,2016-10-07T09:40:14.110,139,,
2851,2,,2016-05-24T08:42:36.250,4,,1848,2016-05-24T08:42:36.250,,,0,,CC BY-SA 3.0,,,2839,,
2852,2,,2016-05-24T09:17:26.710,4,,1848,2016-05-26T12:30:56.833,,,2,,CC BY-SA 3.0,1848,2016-05-26T12:30:56.833,2839,,
2855,1,3078,2016-05-26T09:21:57.350,2,196,2641,2016-09-09T16:02:59.023,Are there any well known coffee experts who have given any kopi luwak a positive review?,1,0,,CC BY-SA 3.0,,,,,
2856,1,,2016-05-26T13:33:26.883,8,1873,2644,2018-04-12T00:48:00.307,"Why do aeropress columns get abrasions, or scars, near the top?",2,4,2,CC BY-SA 3.0,2644,2016-06-03T14:53:35.367,,,
2857,1,,2016-05-27T09:27:37.623,8,567,,2016-06-16T22:17:34.667,What is the limit to the amount of coffee one can consume?,3,0,1,CC BY-SA 3.0,,2016-06-16T22:17:34.667,,,
2858,2,,2016-05-27T10:43:10.527,1,,1848,2016-05-27T10:43:10.527,,,0,,CC BY-SA 3.0,,,2857,,
2859,2,,2016-05-27T15:01:28.007,7,,1118,2016-05-27T15:01:28.007,,,1,,CC BY-SA 3.0,,,2857,,
2860,2,,2016-05-27T18:28:14.677,4,,2651,2016-05-27T18:28:14.677,,,0,,CC BY-SA 3.0,,,2730,,
2861,2,,2016-05-27T22:09:24.403,1,,2652,2016-05-27T22:09:24.403,,,1,,CC BY-SA 3.0,,,2839,,
2862,2,,2016-05-27T23:59:41.607,4,,362,2016-06-08T16:28:37.793,,,0,,CC BY-SA 3.0,362,2016-06-08T16:28:37.793,2730,,
2863,2,,2016-05-28T17:44:14.863,1,,2655,2016-05-28T17:44:14.863,,,0,,CC BY-SA 3.0,,,2446,,
2865,2,,2016-05-31T08:03:36.747,2,,1848,2016-06-04T05:40:42.330,,,3,,CC BY-SA 3.0,1848,2016-06-04T05:40:42.330,2856,,
2867,1,2869,2016-06-01T18:51:55.493,8,382,2658,2016-06-17T20:37:08.087,What Factors Influence Crema Production In Espresso?,1,1,1,CC BY-SA 3.0,2493,2016-06-02T07:46:41.097,,,
2868,1,,2016-06-02T10:47:46.667,6,295,2676,2016-06-23T14:52:49.947,What is the cheapest way to use coffee beans?,3,2,,CC BY-SA 3.0,1848,2016-06-02T11:02:53.403,,,
2869,2,,2016-06-02T11:11:04.257,4,,1848,2016-06-17T20:37:08.087,,,0,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,2867,,
2870,2,,2016-06-02T17:55:41.340,3,,262,2016-06-02T17:55:41.340,,,0,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,2868,,
2871,2,,2016-06-02T18:05:42.600,1,,2526,2016-06-02T18:05:42.600,,,1,,CC BY-SA 3.0,,,2868,,
2872,1,2874,2016-06-06T13:26:34.337,12,1692,2686,2017-02-22T23:11:32.113,Theobromine in coffee,2,0,1,CC BY-SA 3.0,2686,2016-06-07T15:16:18.350,,,
2873,2,,2016-06-06T14:27:21.087,5,,1917,2016-10-27T20:05:05.587,,,1,,CC BY-SA 3.0,1848,2016-10-27T20:05:05.587,2872,,
2874,2,,2016-06-06T21:31:40.663,13,,1848,2016-06-06T21:39:32.900,,,0,,CC BY-SA 3.0,1848,2016-06-06T21:39:32.900,2872,,
2875,2,,2016-06-08T11:53:26.650,2,,2696,2016-06-08T11:53:26.650,,,0,,CC BY-SA 3.0,,,1877,,
2877,1,,2016-06-11T02:29:44.530,4,594,2708,2018-04-16T08:35:28.247,What is the reasonable size for a coffee ground particle?,1,2,,CC BY-SA 3.0,1848,2018-04-16T08:35:28.247,,,
2878,1,,2016-06-12T08:10:22.053,4,226,1087,2018-08-02T04:05:27.400,How to maintain the flow rate of Hario Woodneck cloth filters as they age?,1,0,,CC BY-SA 3.0,,,,,
2879,2,,2016-06-12T09:09:53.193,1,,2713,2016-06-12T09:09:53.193,,,0,,CC BY-SA 3.0,,,1747,,
2881,1,2882,2016-06-13T20:00:01.400,8,170,443,2019-10-26T18:30:45.397,Is there a way to economically store freshly roasted coffee under vacuum?,2,0,,CC BY-SA 3.0,,,,,
2882,2,,2016-06-13T20:00:01.400,7,,443,2016-06-13T20:00:01.400,,,1,,CC BY-SA 3.0,,,2881,,
2883,2,,2016-06-15T04:22:05.903,1,,2720,2016-06-15T04:22:05.903,,,1,,CC BY-SA 3.0,,,2857,,
2884,2,,2016-06-15T20:27:50.340,0,,2721,2016-06-15T20:27:50.340,,,0,,CC BY-SA 3.0,,,221,,
2885,2,,2016-06-16T05:03:38.253,3,,2367,2016-06-16T05:03:38.253,,,1,,CC BY-SA 3.0,,,2175,,
2887,1,,2016-06-19T17:47:58.280,3,864,1604,2017-08-15T19:11:35.397,Cafe latte with 0% fat milk?,2,2,,CC BY-SA 3.0,1604,2016-06-21T16:44:57.860,,,
2888,1,2918,2016-06-19T19:45:25.460,6,834,,2016-07-13T15:38:35.303,Is there any way to preserve roasted coffee beans?,6,0,,CC BY-SA 3.0,1848,2016-06-20T10:07:10.023,,,
2889,1,,2016-06-20T09:43:35.237,6,282,2735,2016-08-09T04:37:57.530,Why is chicory added to coffee beans while grinding?,1,1,1,CC BY-SA 3.0,25,2016-06-27T10:28:38.393,,,
2891,2,,2016-06-20T10:14:34.020,4,,1848,2016-07-04T15:36:18.180,,,1,,CC BY-SA 3.0,1848,2016-07-04T15:36:18.180,2888,,
2892,1,,2016-06-20T15:46:34.193,6,128,2736,2017-09-08T09:03:14.373,"Empirical data on reuse of grounds, by flow and filter",0,2,2,CC BY-SA 3.0,25,2016-06-21T15:38:16.160,,,
2893,2,,2016-06-20T19:00:16.620,6,,2738,2016-06-20T19:00:16.620,,,2,,CC BY-SA 3.0,,,2889,,
2894,1,2897,2016-06-21T18:50:50.913,4,586,2740,2016-07-08T16:58:11.243,Which Starbucks coffee have the least amount of caffeine?,2,0,0,CC BY-SA 3.0,1848,2016-06-21T19:50:37.170,,,
2895,5,,2016-06-21T18:55:54.343,0,,-1,2016-06-21T18:55:54.343,,,0,,CC BY-SA 3.0,-1,2016-06-21T18:55:54.343,,,
2896,4,,2016-06-21T18:55:54.343,0,,2740,2016-06-27T10:27:20.770,,,0,,CC BY-SA 3.0,25,2016-06-27T10:27:20.770,,,
2897,2,,2016-06-21T19:54:55.530,4,,1848,2016-06-21T19:54:55.530,,,1,,CC BY-SA 3.0,,,2894,,
2898,1,,2016-06-21T23:34:13.003,4,11174,2741,2017-07-31T18:26:11.583,How to prevent Bonavita 1900 TS drip-brewer from producing bitter flavored coffee?,6,7,,CC BY-SA 3.0,3425,2016-11-06T22:30:54.950,,,
2899,1,2900,2016-06-22T00:08:08.400,7,269,2744,2016-06-22T08:29:31.043,Is there a way to distinguish decaf from normal coffee?,2,1,,CC BY-SA 3.0,1848,2016-06-22T08:17:34.367,,,
2900,2,,2016-06-22T00:36:11.283,10,,2745,2016-06-22T00:36:11.283,,,4,,CC BY-SA 3.0,-1,2020-06-18T08:36:22.093,2899,,
2901,2,,2016-06-22T08:29:31.043,3,,1848,2016-06-22T08:29:31.043,,,2,,CC BY-SA 3.0,,,2899,,
2902,1,,2016-06-22T13:53:14.270,6,135,1896,2016-07-06T15:34:19.290,What/when/how do you consider coffee as organic?,2,0,,CC BY-SA 3.0,25,2016-06-27T10:30:22.520,,,
2903,1,,2016-06-22T15:56:38.310,4,151,2572,2016-12-29T00:27:29.330,How to determine level of scale build up,1,0,,CC BY-SA 3.0,,,,,
2904,2,,2016-06-22T18:13:52.083,4,,2651,2016-06-22T22:43:20.333,,,2,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,2902,,
2905,2,,2016-06-22T20:52:51.290,7,,2750,2016-06-22T20:52:51.290,,,0,,CC BY-SA 3.0,,,2812,,
2906,2,,2016-06-22T21:03:18.133,3,,2750,2016-06-22T21:03:18.133,,,0,,CC BY-SA 3.0,,,2729,,
2907,1,,2016-06-23T02:14:47.240,6,402,2751,2016-08-22T14:06:15.040,Do we know when the first cappuccino was brewed and how it acquired its name?,1,0,,CC BY-SA 3.0,1848,2016-06-23T12:22:12.793,,,
2908,2,,2016-06-23T07:35:40.910,3,,1848,2016-06-23T07:35:40.910,,,0,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,2907,,
2909,2,,2016-06-23T09:31:37.023,3,,1502,2017-08-15T19:11:35.397,,,1,,CC BY-SA 3.0,1502,2017-08-15T19:11:35.397,2887,,
2910,2,,2016-06-23T14:52:49.947,0,,2745,2016-06-23T14:52:49.947,,,0,,CC BY-SA 3.0,,,2868,,
2911,2,,2016-06-23T19:35:41.670,2,,2757,2016-06-23T19:35:41.670,,,0,,CC BY-SA 3.0,,,2887,,
2912,2,,2016-06-23T23:01:10.510,1,,1589,2016-06-23T23:01:10.510,,,1,,CC BY-SA 3.0,,,2781,,
2914,2,,2016-06-24T16:13:54.847,2,,2765,2016-06-24T16:13:54.847,,,0,,CC BY-SA 3.0,,,2081,,
2916,2,,2016-06-28T15:10:23.037,2,,2777,2016-06-28T15:10:23.037,,,0,,CC BY-SA 3.0,,,1509,,
2918,2,,2016-06-30T02:04:35.877,5,,2784,2016-06-30T02:04:35.877,,,3,,CC BY-SA 3.0,,,2888,,
2919,2,,2016-06-30T11:18:59.307,5,,2787,2016-06-30T11:18:59.307,,,1,,CC BY-SA 3.0,,,2888,,
2920,2,,2016-06-30T21:04:22.267,7,,2791,2016-06-30T21:04:22.267,,,2,,CC BY-SA 3.0,,,171,,
2921,2,,2016-07-01T09:30:32.390,1,,1848,2016-07-01T09:30:32.390,,,0,,CC BY-SA 3.0,-1,2017-04-13T12:51:53.733,171,,
2924,2,,2016-07-03T08:14:07.230,2,,2802,2016-12-22T23:34:47.690,,,0,,CC BY-SA 3.0,2751,2016-12-22T23:34:47.690,467,,
2925,2,,2016-07-06T05:52:21.700,2,,2572,2016-07-06T05:52:21.700,,,0,,CC BY-SA 3.0,,,2888,,
2926,2,,2016-07-06T06:32:58.237,0,,2572,2016-07-06T06:32:58.237,,,0,,CC BY-SA 3.0,,,2798,,
2927,2,,2016-07-06T15:02:32.103,2,,2817,2016-07-06T15:02:32.103,,,1,,CC BY-SA 3.0,,,171,,
2928,2,,2016-07-06T15:34:19.290,2,,2817,2016-07-06T15:34:19.290,,,0,,CC BY-SA 3.0,,,2902,,
2929,1,2930,2016-07-06T20:38:33.607,4,3140,2819,2018-03-27T21:57:43.113,What's the basket/tamper size for Gaggia Classic?,1,0,,CC BY-SA 3.0,1848,2016-07-07T08:51:56.813,,,
2930,2,,2016-07-07T08:26:03.557,5,,1702,2016-07-07T08:26:03.557,,,0,,CC BY-SA 3.0,,,2929,,
2931,2,,2016-07-08T16:58:11.243,2,,2832,2016-07-08T16:58:11.243,,,0,,CC BY-SA 3.0,,,2894,,
2932,1,,2016-07-09T05:20:14.797,6,1429,2836,2016-10-10T01:45:08.340,Coffee will make you lean?,8,0,,CC BY-SA 3.0,1848,2016-07-09T06:13:35.160,,,
2933,2,,2016-07-09T06:25:25.943,3,,1848,2016-07-10T13:42:43.883,,,2,,CC BY-SA 3.0,1848,2016-07-10T13:42:43.883,2932,,
2934,2,,2016-07-09T18:28:02.507,-2,,2839,2016-07-09T18:28:02.507,,,2,,CC BY-SA 3.0,,,97,,
