Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditDate,LastActivityDate,Title,AnswerCount,CommentCount,FavoriteCount,ContentLicense,LastEditorUserId,ClosedDate,ParentId,CommunityOwnedDate
18369,1,,2017-09-17T23:39:58.920,4,5303,10409,2020-01-11T12:20:20.200,2020-01-11T12:20:20.200,How do I regain my cat's trust after forcefully pulling him out from under the bed?,1,2,,CC BY-SA 4.0,12072,,,
18370,1,,2017-09-17T23:54:42.160,8,1031,10410,2017-09-18T08:57:04.250,2017-10-06T13:56:59.840,My cat vomited string and I pulled it,1,0,,CC BY-SA 3.0,,,,
18371,2,,2017-09-18T08:23:10.540,1,,7852,,2017-09-18T08:23:10.540,,,0,,CC BY-SA 3.0,,,18356,
18372,2,,2017-09-18T11:34:21.307,2,,9794,2017-09-18T13:56:29.290,2017-09-18T13:56:29.290,,,0,,CC BY-SA 3.0,9794,,2811,
18373,1,,2017-09-18T12:11:34.930,9,3629,10413,2020-05-15T17:23:47.007,2020-05-15T17:23:47.007,Can I add soda water to my tank to supply CO₂ for my plants?,4,4,1,CC BY-SA 4.0,17671,,,
18374,2,,2017-09-18T13:48:51.830,2,,9794,2020-01-07T14:02:17.340,2020-01-07T14:02:17.340,,,0,,CC BY-SA 4.0,12072,,18159,
18375,2,,2017-09-18T14:30:29.883,4,,8446,,2017-09-18T14:30:29.883,,,0,,CC BY-SA 3.0,,,18368,
18376,2,,2017-09-18T14:40:05.963,3,,8446,,2017-09-18T14:40:05.963,,,0,,CC BY-SA 3.0,,,18369,
18377,1,,2017-09-18T16:14:07.247,1,30,10217,,2017-09-18T16:14:07.247,How Can I Put My Food-Obsessed Dog in His Crate and Keep Him Occupied Without Freaking Out?,0,3,,CC BY-SA 3.0,,,,
18380,1,,2017-09-18T21:36:04.653,8,166,10415,2020-05-26T15:51:38.047,2020-05-26T15:51:38.047,How to administer medication to feisty cats,1,0,,CC BY-SA 4.0,17671,,,
18381,1,,2017-09-18T22:38:58.657,3,288,10417,2017-09-18T23:46:03.580,2017-10-19T08:21:14.503,Why does my dog poop in the house when he's alone?,1,1,,CC BY-SA 3.0,7526,,,
18382,1,,2017-09-18T22:55:39.547,2,3009,10418,2017-09-19T17:08:56.893,2020-01-24T05:57:06.253,Why did my cat attack my face while I slept?,1,0,0,CC BY-SA 3.0,224,,,
18383,1,,2017-09-19T01:51:03.993,2,465,7286,2020-06-01T11:44:13.940,2020-06-01T11:44:13.940,Why is my cat not losing weight?,1,2,,CC BY-SA 4.0,17671,,,
18385,1,18389,2017-09-19T06:30:50.677,4,1800,10421,2017-09-19T15:27:09.297,2017-09-19T15:27:09.297,Why does my cat (kitten) run away from me all the time?,1,0,,CC BY-SA 3.0,10421,,,
18386,2,,2017-09-19T06:42:19.623,3,,3597,2017-09-19T07:39:37.937,2017-09-19T07:39:37.937,,,0,,CC BY-SA 3.0,3597,,18381,
18387,2,,2017-09-19T07:18:17.750,2,,7612,2020-01-24T05:57:06.253,2020-01-24T05:57:06.253,,,0,,CC BY-SA 4.0,12072,,18382,
18388,2,,2017-09-19T08:43:40.543,5,,7852,2017-09-19T19:33:35.233,2017-09-19T19:33:35.233,,,0,,CC BY-SA 3.0,7852,,18383,
18389,2,,2017-09-19T08:52:43.533,4,,7852,2017-09-19T11:49:05.637,2017-09-19T11:49:05.637,,,9,,CC BY-SA 3.0,-1,,18385,
18390,1,,2017-09-19T10:34:03.020,1,59,9934,2017-09-19T11:19:33.400,2017-09-19T11:19:33.400,Cats and lactose intolerance,0,0,0,CC BY-SA 3.0,,,,
18391,2,,2017-09-19T11:52:53.777,6,,9794,2019-12-30T06:14:04.173,2019-12-30T06:14:04.173,,,1,,CC BY-SA 4.0,12072,,18368,
18392,2,,2017-09-19T12:36:52.230,5,,7612,2020-05-11T05:08:03.943,2020-05-11T05:08:03.943,,,0,,CC BY-SA 4.0,17671,,18373,
18393,1,18394,2017-09-19T15:24:59.687,10,17762,10421,2017-09-20T05:03:41.490,2020-10-01T04:24:48.623,What food is best for a 2 month old kitten that has been abandoned by its mother?,2,0,,CC BY-SA 3.0,433,,,
18394,2,,2017-09-19T15:42:56.437,16,,7852,2017-09-19T19:07:20.013,2017-09-19T19:07:20.013,,,6,,CC BY-SA 3.0,7526,,18393,
18395,1,,2017-09-19T18:29:11.350,1,45,9587,,2017-09-19T18:29:11.350,How to leave my dogs back home?,0,5,,CC BY-SA 3.0,,,,
18396,1,,2017-09-19T19:18:47.567,3,45,10425,2017-09-19T20:18:33.490,2017-09-19T20:18:33.490,My 14 yr old Shepherd husky mix does not test positive for Cushings Disease...so now what!,0,2,1,CC BY-SA 3.0,,,,
18397,2,,2017-09-19T21:58:13.163,1,,9804,2020-05-15T17:20:19.710,2020-05-15T17:20:19.710,,,0,,CC BY-SA 4.0,17671,,18373,
18398,1,,2017-09-19T22:59:31.083,3,268,10109,2017-09-20T14:52:46.767,2017-11-29T20:43:16.003,Benefits of adding aquarium salt to freshwater juvenile discus tank,2,0,,CC BY-SA 3.0,6826,,,
18401,1,,2017-09-20T18:24:44.407,4,373,9232,2017-09-27T18:18:53.450,2019-09-25T21:07:35.303,"My ""sassy"" cat keeps attacking her not-so-secret-admirer",2,2,0,CC BY-SA 3.0,768,,,
18402,1,,2017-09-20T18:35:07.030,2,246,10431,2017-09-20T20:12:13.677,2017-09-21T12:24:07.367,Why does my cat yowl to go meet the tomcat?,1,2,,CC BY-SA 3.0,7526,,,
18406,1,18415,2017-09-21T03:06:19.027,4,275,10437,2017-09-21T04:09:13.217,2017-09-21T19:06:31.270,Two female beardies in one tank,1,0,,CC BY-SA 3.0,,,,
18407,1,,2017-09-21T05:12:27.083,3,308,10439,2017-10-05T20:47:07.633,2017-10-05T20:47:07.633,Koi fish sick and lethargic,0,2,,CC BY-SA 3.0,9502,,,
18408,2,,2017-09-21T09:02:12.243,3,,9794,,2017-09-21T09:02:12.243,,,0,,CC BY-SA 3.0,,,18363,
18409,1,,2017-09-21T10:47:39.777,6,1346,8894,,2020-01-04T09:40:34.227,How can I stop my 14yr old cat jumping on our pillows as we sleep?,2,1,0,CC BY-SA 3.0,,,,
18410,2,,2017-09-21T11:07:29.780,4,,7852,,2017-09-21T11:07:29.780,,,0,,CC BY-SA 3.0,,,18409,
18411,2,,2017-09-21T12:24:07.367,2,,7852,,2017-09-21T12:24:07.367,,,0,,CC BY-SA 3.0,,,18402,
18413,2,,2017-09-21T16:30:56.467,2,,10444,,2017-09-21T16:30:56.467,,,0,,CC BY-SA 3.0,,,2817,
18414,2,,2017-09-21T18:07:16.013,5,,2886,2020-09-21T08:55:03.867,2020-09-21T08:55:03.867,,,0,,CC BY-SA 4.0,2886,,18393,
18415,2,,2017-09-21T18:36:10.003,1,,7526,2017-09-21T19:06:31.270,2017-09-21T19:06:31.270,,,0,,CC BY-SA 3.0,7526,,18406,
18416,2,,2017-09-21T18:41:34.260,4,,10445,2017-09-21T19:22:00.633,2017-09-21T19:22:00.633,,,2,,CC BY-SA 3.0,10445,,5888,
18417,2,,2017-09-21T22:07:47.760,3,,9502,2020-01-04T09:40:34.227,2020-01-04T09:40:34.227,,,0,,CC BY-SA 4.0,,,18409,
18418,1,,2017-09-21T22:51:34.330,9,1046,10447,2021-02-16T23:02:37.310,2021-02-16T23:02:37.310,Locating dead fish,1,5,,CC BY-SA 4.0,17671,,,
18419,1,18427,2017-09-22T01:18:45.693,4,1314,10108,2017-09-22T14:14:44.200,2017-09-22T16:49:07.847,Are candles scented with fragrance oils safe for birds?,2,0,,CC BY-SA 3.0,10108,,,
18420,2,,2017-09-22T03:23:08.223,1,,9502,,2017-09-22T03:23:08.223,,,4,,CC BY-SA 3.0,,,18419,
18421,2,,2017-09-22T07:31:13.340,2,,9794,,2017-09-22T07:31:13.340,,,1,,CC BY-SA 3.0,,,18322,
18422,1,,2017-09-22T13:35:42.270,4,186,444,2017-09-23T10:25:55.417,2020-05-12T08:54:05.347,Green water in aquarium,3,4,0,CC BY-SA 3.0,444,,,
18423,1,18428,2017-09-22T14:25:18.370,4,1112,10109,2020-05-27T11:53:35.580,2020-05-27T11:55:01.180,Feeding mashed green peas to discus,2,1,0,CC BY-SA 4.0,17671,,,
18425,1,18426,2017-09-22T15:15:20.907,2,2199,10421,2017-09-22T15:32:44.710,2017-09-22T16:26:30.207,"Why has my kitten's ""meow"" sound reduced suddenly?",1,0,,CC BY-SA 3.0,,,,
18426,2,,2017-09-22T16:26:30.207,2,,982,,2017-09-22T16:26:30.207,,,0,,CC BY-SA 3.0,,,18425,
18427,2,,2017-09-22T16:49:07.847,2,,7526,,2017-09-22T16:49:07.847,,,1,,CC BY-SA 3.0,,,18419,
18428,2,,2017-09-22T20:00:01.713,4,,6826,,2017-09-22T20:00:01.713,,,0,,CC BY-SA 3.0,,,18423,
18429,2,,2017-09-22T22:09:44.103,4,,6826,2020-06-17T09:57:47.670,2017-09-22T22:19:10.617,,,2,,CC BY-SA 3.0,-1,,18422,
18431,2,,2017-09-23T04:55:32.580,3,,10454,,2017-09-23T04:55:32.580,,,0,,CC BY-SA 3.0,,,68,
18432,1,,2017-09-23T12:01:11.887,3,1700,10455,2018-03-10T11:55:09.633,2019-09-11T07:38:54.177,Dog peeing in house when gone,1,6,0,CC BY-SA 3.0,13,,,
18434,2,,2017-09-24T01:35:36.783,2,,9804,2020-05-27T11:55:01.180,2020-05-27T11:55:01.180,,,0,,CC BY-SA 4.0,17671,,18423,
18435,2,,2017-09-24T04:37:26.870,4,,9502,2020-05-22T22:48:03.110,2020-05-22T22:48:03.110,,,0,,CC BY-SA 4.0,17671,,18418,
18437,1,18438,2017-09-24T06:29:06.357,2,395,10341,2017-09-24T07:21:00.937,2017-09-25T19:13:42.053,Cause of Kitten Diarrhea?,2,2,,CC BY-SA 3.0,,,,
18438,2,,2017-09-24T14:05:49.687,4,,5456,,2017-09-24T14:05:49.687,,,1,,CC BY-SA 3.0,,,18437,
18439,1,18440,2017-09-24T17:06:55.857,5,3203,10341,2017-09-25T03:56:12.810,2017-09-25T04:30:06.993,Do Mosquitoes bite cats/kittens?,2,0,,CC BY-SA 3.0,,,,
18440,2,,2017-09-24T20:51:50.863,5,,7526,,2017-09-24T20:51:50.863,,,0,,CC BY-SA 3.0,,,18439,
18441,1,18445,2017-09-24T22:36:37.110,1,5532,10459,2017-09-25T03:55:39.637,2017-09-25T05:20:55.613,How long to wait before flying after a dog had been spayed,1,1,,CC BY-SA 3.0,429,,,
18442,1,18458,2017-09-25T01:27:14.507,2,155,10461,,2020-01-26T05:29:24.373,Friendship between a boxer and puppy pitbull,2,4,0,CC BY-SA 3.0,,,,
18443,2,,2017-09-25T03:08:22.403,0,,9502,2020-05-12T08:54:05.347,2020-05-12T08:54:05.347,,,1,,CC BY-SA 4.0,17671,,18422,
18444,2,,2017-09-25T04:30:06.993,3,,5456,,2017-09-25T04:30:06.993,,,0,,CC BY-SA 3.0,,,18439,
18445,2,,2017-09-25T05:20:55.613,1,,5456,,2017-09-25T05:20:55.613,,,0,,CC BY-SA 3.0,,,18441,
18447,1,,2017-09-25T07:48:07.617,6,3363,10463,2017-10-11T16:43:52.060,2020-05-17T16:00:03.000,"Why is my cat lethargic, spaced out, and has air bubbles under her skin?",1,2,,CC BY-SA 3.0,6826,,,
18448,1,18450,2017-09-25T09:15:12.703,5,12408,10458,2017-09-25T15:28:21.253,2017-09-29T05:36:56.663,How to determine if a cat can squeeze through a gap?,3,2,,CC BY-SA 3.0,6826,,,
18449,2,,2017-09-25T10:58:24.667,4,,7852,,2017-09-25T10:58:24.667,,,2,,CC BY-SA 3.0,,,18448,
18450,2,,2017-09-25T13:18:57.197,9,,,2017-09-25T13:31:58.030,2017-09-25T13:31:58.030,,,2,,CC BY-SA 3.0,,,18448,
18451,2,,2017-09-25T14:09:05.697,19,,5456,,2017-09-25T14:09:05.697,,,0,,CC BY-SA 3.0,,,18447,
18452,2,,2017-09-25T18:59:39.853,4,,10469,2017-09-28T21:53:44.827,2017-09-28T21:53:44.827,,,0,,CC BY-SA 3.0,,,11231,
18453,2,,2017-09-25T19:13:42.053,3,,10470,,2017-09-25T19:13:42.053,,,0,,CC BY-SA 3.0,,,18437,
18456,2,,2017-09-26T07:30:51.287,3,,3597,,2017-09-26T07:30:51.287,,,2,,CC BY-SA 3.0,,,18442,
18457,1,,2017-09-26T10:48:48.210,4,214,3848,,2017-10-02T15:47:54.660,My dog can't stop licking his paws,2,5,,CC BY-SA 3.0,,,,
18458,2,,2017-09-26T13:47:02.083,5,,9794,2020-01-26T05:29:24.373,2020-01-26T05:29:24.373,,,1,,CC BY-SA 4.0,12072,,18442,
18459,1,18463,2017-09-26T15:51:51.843,4,10756,10477,2017-09-27T02:42:34.120,2019-07-22T16:26:11.283,How to stop my kitten climbing on the window screen,2,0,1,CC BY-SA 3.0,,,,
18460,2,,2017-09-26T15:57:23.203,3,,10476,,2017-09-26T15:57:23.203,,,0,,CC BY-SA 3.0,,,5549,
18461,2,,2017-09-26T16:28:50.170,0,,7852,,2017-09-26T16:28:50.170,,,2,,CC BY-SA 3.0,,,18459,
18462,1,,2017-09-26T18:27:26.507,9,366,10479,2018-02-06T14:10:34.637,2018-02-06T14:10:34.637,should cat's be given names which end with a vowel?,1,6,,CC BY-SA 3.0,6826,,,
18463,2,,2017-09-27T07:42:40.693,3,,10483,,2017-09-27T07:42:40.693,,,2,,CC BY-SA 3.0,,,18459,
18464,2,,2017-09-27T08:02:01.067,2,,10483,,2017-09-27T08:02:01.067,,,2,,CC BY-SA 3.0,,,18432,
18465,1,,2017-09-27T13:30:49.460,2,206,10484,,2017-09-27T13:30:49.460,Can rabbits suffer from thyroid problems?,0,1,,CC BY-SA 3.0,,,,
18466,1,,2017-09-27T22:54:41.813,7,419,7415,2017-10-03T15:30:03.447,2017-10-03T15:30:03.447,How to clean/wash litter box that had clay litter?,2,0,,CC BY-SA 3.0,224,,,
18467,1,,2017-09-28T06:36:57.770,2,294,10486,2017-10-03T15:29:06.060,2017-10-03T15:29:06.060,Jack Russell/Terrier Mix about 2 yrs old shaking and pulling out hair?,1,6,,CC BY-SA 3.0,224,,,
18468,1,,2017-09-28T10:15:46.230,3,99,9206,,2017-09-28T10:15:46.230,Relocating three stray cats,0,2,,CC BY-SA 3.0,,,,
18469,2,,2017-09-28T10:32:39.377,3,,9794,2017-09-28T10:37:47.747,2017-09-28T10:37:47.747,,,1,,CC BY-SA 3.0,9794,,18466,
18470,2,,2017-09-28T11:18:48.073,3,,9794,2017-09-28T13:39:48.773,2017-09-28T13:39:48.773,,,0,,CC BY-SA 3.0,9794,,18462,
18471,1,,2017-09-28T12:14:30.727,4,140,10487,2017-10-03T15:29:22.627,2018-03-06T09:42:27.783,What kind of Aquarium background is better? SelfAdhesive or with Glue?,2,0,,CC BY-SA 3.0,224,,,
18472,2,,2017-09-28T13:03:16.600,9,,9794,2020-04-23T07:11:40.163,2020-04-23T07:11:40.163,,,2,,CC BY-SA 4.0,17671,,11182,
18473,2,,2017-09-28T14:22:52.667,4,,10489,,2017-09-28T14:22:52.667,,,0,,CC BY-SA 3.0,,,18466,
18474,2,,2017-09-28T16:16:20.503,3,,9502,,2017-09-28T16:16:20.503,,,0,,CC BY-SA 3.0,,,18471,
18475,2,,2017-09-28T17:08:22.233,3,,2705,,2017-09-28T17:08:22.233,,,0,,CC BY-SA 3.0,,,18457,
18476,1,18477,2017-09-28T17:54:02.257,8,3492,10491,,2020-05-11T17:13:10.337,Using a dehumidifier to kill fleas,2,2,,CC BY-SA 3.0,,,,
18477,2,,2017-09-28T22:42:22.327,10,,7526,,2017-09-28T22:42:22.327,,,0,,CC BY-SA 3.0,,,18476,
18478,2,,2017-09-28T22:54:11.590,3,,7526,,2017-09-28T22:54:11.590,,,0,,CC BY-SA 3.0,,,18467,
18479,2,,2017-09-29T05:15:23.337,1,,9206,,2017-09-29T05:15:23.337,,,0,,CC BY-SA 3.0,,,11231,
18480,2,,2017-09-29T05:31:00.663,4,,9206,,2017-09-29T05:31:00.663,,,1,,CC BY-SA 3.0,,,18401,
18481,2,,2017-09-29T05:36:56.663,0,,9206,,2017-09-29T05:36:56.663,,,0,,CC BY-SA 3.0,,,18448,
18482,2,,2017-09-29T05:50:52.267,3,,10493,2017-09-29T22:32:21.283,2017-09-29T22:32:21.283,,,0,,CC BY-SA 3.0,,,2769,
18483,1,,2017-09-29T12:40:43.313,2,701,7286,2017-10-03T15:28:02.963,2020-01-24T09:53:26.517,Do cats have unique paw-prints like human finger-prints and unique meows?,1,1,,CC BY-SA 3.0,224,,,
18484,2,,2017-09-29T13:38:38.263,1,,7852,2020-01-24T09:53:26.517,2020-01-24T09:53:26.517,,,0,,CC BY-SA 4.0,12072,,18483,
18485,2,,2017-09-29T17:10:44.677,4,,10495,,2017-09-29T17:10:44.677,,,1,,CC BY-SA 3.0,,,9574,
18486,1,18597,2017-09-29T19:14:38.287,3,1002,10109,,2017-10-11T08:27:52.253,How often should I feed my juvenile discus fish to grow their full potential,1,0,,CC BY-SA 3.0,,,,
18487,2,,2017-09-29T20:36:18.907,-2,,10497,,2017-09-29T20:36:18.907,,,1,,CC BY-SA 3.0,,,11142,
18488,1,,2017-09-29T22:00:04.797,7,633,10498,2017-09-29T22:33:37.647,2017-10-01T13:18:26.650,Is it necessary to cover the top in a pond with silver arowana?,2,0,,CC BY-SA 3.0,,,,
18489,1,18495,2017-09-29T23:43:50.077,6,3645,10461,2020-07-18T14:08:58.997,2020-07-18T14:08:58.997,Why is my puppie's tooth gray?,1,0,,CC BY-SA 4.0,17671,,,
18490,1,18491,2017-09-30T11:16:59.567,3,2339,10341,2017-10-02T21:21:13.360,2017-10-02T21:21:13.360,Is it normal for my kittens hair to fall out? Will bathing or diet change help?,2,3,,CC BY-SA 3.0,7526,,,
18491,2,,2017-09-30T14:27:41.400,2,,5456,,2017-09-30T14:27:41.400,,,0,,CC BY-SA 3.0,,,18490,
18492,2,,2017-09-30T20:40:53.157,1,,9804,,2017-09-30T20:40:53.157,,,0,,CC BY-SA 3.0,,,18488,
18493,2,,2017-09-30T23:22:12.763,3,,10502,2020-01-04T09:41:09.517,2020-01-04T09:41:09.517,,,0,,CC BY-SA 4.0,12072,,5616,
18494,1,,2017-10-01T02:26:10.510,1,686,10503,,2017-10-06T12:48:15.913,How do I stop my 6 year old cat from pooping outside her litterbox?,1,1,,CC BY-SA 3.0,,2017-10-01T19:20:12.200,,
18495,2,,2017-10-01T04:34:29.933,3,,7612,2020-07-18T14:07:56.070,2020-07-18T14:07:56.070,,,9,,CC BY-SA 4.0,17671,,18489,
18496,2,,2017-10-01T13:18:26.650,4,,6826,,2017-10-01T13:18:26.650,,,1,,CC BY-SA 3.0,,,18488,
18498,2,,2017-10-01T16:50:19.907,0,,7286,2017-10-01T17:17:28.957,2017-10-01T17:17:28.957,,,0,,CC BY-SA 3.0,7286,,18494,
18499,2,,2017-10-02T11:52:24.970,2,,10483,,2017-10-02T11:52:24.970,,,6,,CC BY-SA 3.0,,,18490,
18500,2,,2017-10-02T11:57:13.537,2,,9794,,2017-10-02T11:57:13.537,,,0,,CC BY-SA 3.0,,,16779,
18501,2,,2017-10-02T15:47:54.660,2,,8205,,2017-10-02T15:47:54.660,,,0,,CC BY-SA 3.0,,,18457,
18502,1,18505,2017-10-02T17:04:34.627,4,2152,10162,,2017-10-06T02:51:40.707,Alternatives to Renal Dog Food?,1,0,,CC BY-SA 3.0,,,,
18503,1,,2017-10-02T21:34:32.037,4,2640,10507,2017-10-04T05:23:21.780,2017-12-14T13:19:18.713,Female cat attacking male juvenile cat,1,2,,CC BY-SA 3.0,,,,
18504,1,18507,2017-10-03T03:21:15.777,4,20359,9502,2020-05-06T13:43:13.367,2021-01-20T23:58:24.203,Can you use Monistat on a dogs paw for yeast infection?,3,0,,CC BY-SA 4.0,17671,,,
18505,2,,2017-10-03T03:35:48.203,3,,9502,2017-10-06T02:51:40.707,2017-10-06T02:51:40.707,,,2,,CC BY-SA 3.0,,,18502,
18506,1,18511,2017-10-03T03:49:16.293,3,1890,10508,2017-10-03T15:28:37.253,2018-06-20T04:21:59.430,Leaving rats alone early on?,3,2,,CC BY-SA 3.0,224,,,
18507,2,,2017-10-03T05:49:23.703,3,,5456,,2017-10-03T05:49:23.703,,,3,,CC BY-SA 3.0,,,18504,
18509,1,,2017-10-03T13:42:19.907,3,67,10510,2017-10-04T05:25:53.173,2018-01-10T01:36:45.823,Sleepy Betta in heated 10gal tank,0,3,,CC BY-SA 3.0,,2018-01-10T01:36:29.407,,
18510,1,,2017-10-03T17:26:26.317,1,124,10422,2017-10-04T00:52:16.383,2017-10-04T12:34:14.940,Do small dogs cuddle more than large dogs?,1,1,,CC BY-SA 3.0,7526,,,
18511,2,,2017-10-03T17:43:39.170,0,,9502,,2017-10-03T17:43:39.170,,,0,,CC BY-SA 3.0,,,18506,
18512,1,,2017-10-03T22:28:53.603,11,378,10511,2020-04-28T07:44:34.763,2020-04-28T07:44:34.763,How do I reduce my hound's intense prey drive (towards squirrels and cats)?,2,0,,CC BY-SA 4.0,17671,,,
18513,1,,2017-10-04T00:35:50.657,6,3754,10512,2017-10-04T22:07:31.867,2020-01-26T15:25:28.123,Replacing bottom of a bird cage,2,2,,CC BY-SA 3.0,10512,,,
18514,1,18529,2017-10-04T01:20:08.017,1,911,10512,2017-10-04T22:37:20.130,2017-10-04T22:37:20.130,How to safely keep a parrot's space warm through the winter?,1,6,0,CC BY-SA 3.0,10512,,,
18516,2,,2017-10-04T05:09:53.907,3,,9502,,2017-10-04T05:09:53.907,,,1,,CC BY-SA 3.0,,,18513,
18517,1,,2017-10-04T07:36:04.133,6,3477,10514,,2020-05-12T14:08:24.847,Help with Fishless Cycling with Live Plants,4,1,1,CC BY-SA 3.0,,,,
18519,1,18520,2017-10-04T10:27:32.967,3,227,10421,,2020-01-16T11:53:28.893,How do I make an untamed kitten friendly with humans?,1,1,,CC BY-SA 3.0,,,,
18520,2,,2017-10-04T11:42:41.563,4,,9794,2020-01-16T11:53:28.893,2020-01-16T11:53:28.893,,,1,,CC BY-SA 4.0,12072,,18519,
18521,2,,2017-10-04T12:34:14.940,1,,224,,2017-10-04T12:34:14.940,,,0,,CC BY-SA 3.0,,,18510,
18522,2,,2017-10-04T12:49:30.373,4,,224,,2017-10-04T12:49:30.373,,,0,,CC BY-SA 3.0,,,18513,
18523,1,18531,2017-10-04T15:34:18.910,5,102,10519,2017-10-04T15:46:34.253,2017-10-04T23:06:35.570,How do I determine if this rodent is an adult or baby?,1,0,,CC BY-SA 3.0,224,,,
18524,2,,2017-10-04T16:02:55.530,4,,30,2020-05-12T10:44:50.390,2020-05-12T10:44:50.390,,,1,,CC BY-SA 4.0,17671,,18517,
18525,1,,2017-10-04T17:35:26.967,3,105,3246,,2020-05-23T16:07:25.217,How can I encourage a high energy dog to exercize if it has no prey drive?,2,0,,CC BY-SA 3.0,,,,
18526,1,,2017-10-04T18:04:05.377,2,54,10521,2017-10-05T00:29:35.723,2017-10-05T00:29:35.723,How to get son and dad to stop fighting?,0,2,,CC BY-SA 3.0,,,,
18527,2,,2017-10-04T18:30:57.753,3,,3597,2020-05-19T08:02:26.293,2020-05-19T08:02:26.293,,,2,,CC BY-SA 4.0,17671,,18525,
18529,2,,2017-10-04T20:17:39.360,1,,9502,2017-10-04T20:39:34.727,2017-10-04T20:39:34.727,,,6,,CC BY-SA 3.0,9502,,18514,
18530,2,,2017-10-04T22:37:07.490,-4,,9804,2020-05-12T14:08:24.847,2020-05-12T14:08:24.847,,,1,,CC BY-SA 4.0,10702,,18517,
18531,2,,2017-10-04T23:06:35.570,2,,7526,2020-06-17T09:57:47.670,2017-10-04T23:06:35.570,,,0,,CC BY-SA 3.0,-1,,18523,
18532,1,,2017-10-04T23:11:19.470,2,1835,10523,2017-10-05T00:15:19.460,2017-10-06T09:53:32.377,How to stop an 8 week old kitten from pouncing and scratching,2,2,,CC BY-SA 3.0,,2017-10-06T12:59:51.263,,
18533,1,,2017-10-05T00:37:47.917,4,122,344,2017-10-05T01:11:08.073,2020-01-28T11:48:28.267,Species identification: fizzing plants,3,1,,CC BY-SA 3.0,344,,,
18534,2,,2017-10-05T01:05:27.777,1,,9804,2017-10-06T15:24:36.700,2017-10-06T15:24:36.700,,,0,,CC BY-SA 3.0,9804,,18533,
18535,2,,2017-10-05T01:17:11.490,1,,9206,,2017-10-05T01:17:11.490,,,1,,CC BY-SA 3.0,,,18532,
18536,2,,2017-10-05T02:56:50.353,2,,9502,2020-05-23T16:07:25.217,2020-05-23T16:07:25.217,,,2,,CC BY-SA 4.0,17671,,18525,
18537,2,,2017-10-05T03:24:10.853,4,,9502,2017-10-05T06:26:04.937,2017-10-05T06:26:04.937,,,0,,CC BY-SA 3.0,9502,,18533,
18538,2,,2017-10-05T03:24:36.037,0,,7612,2020-01-28T11:48:28.267,2020-01-28T11:48:28.267,,,0,,CC BY-SA 4.0,12072,,18533,
18539,1,,2017-10-05T04:33:57.580,14,20447,9502,2017-10-10T13:43:27.940,2018-07-09T12:50:00.920,How is a dog's health affected if he's (almost) never bathed?,3,0,2,CC BY-SA 3.0,10298,,,
18540,2,,2017-10-05T05:54:22.747,25,,3350,2017-10-05T08:00:19.713,2017-10-05T08:00:19.713,,,4,,CC BY-SA 3.0,3350,,18539,
18541,2,,2017-10-05T06:36:33.833,4,,10483,,2017-10-05T06:36:33.833,,,1,,CC BY-SA 3.0,,,18539,
18542,1,,2017-10-05T10:22:26.463,4,178,10526,2017-10-05T12:03:08.827,2018-07-05T04:21:07.813,My male fancy mouse Ace has recently started biting,1,0,,CC BY-SA 3.0,,,,
18543,1,18553,2017-10-05T14:15:45.560,4,137,10108,,2020-01-05T00:51:22.577,How can I safely clean a bird's cage indoors?,4,0,,CC BY-SA 3.0,,,,
18545,2,,2017-10-05T19:05:52.253,0,,9502,,2017-10-05T19:05:52.253,,,2,,CC BY-SA 3.0,,,18543,
18546,2,,2017-10-05T22:52:04.057,1,,10534,2017-10-11T16:36:00.763,2017-10-11T16:36:00.763,,,0,,CC BY-SA 3.0,6826,,11870,
18547,2,,2017-10-05T23:07:37.160,4,,10338,,2017-10-05T23:07:37.160,,,2,,CC BY-SA 3.0,,,18281,
18548,2,,2017-10-06T03:47:43.093,3,,9502,2017-10-06T04:09:19.143,2017-10-06T04:09:19.143,,,0,,CC BY-SA 3.0,9502,,18542,
18549,2,,2017-10-06T06:41:00.050,4,,10537,,2017-10-06T06:41:00.050,,,0,,CC BY-SA 3.0,,,18539,
18550,2,,2017-10-06T07:21:05.143,0,,9794,,2017-10-06T07:21:05.143,,,0,,CC BY-SA 3.0,,,7419,
18551,2,,2017-10-06T09:53:32.377,0,,446,,2017-10-06T09:53:32.377,,,0,,CC BY-SA 3.0,,,18532,
18552,1,,2017-10-06T11:42:12.060,4,291,10538,2017-10-08T05:55:45.590,2018-03-22T12:48:16.230,Will a couple of guppy males be happy in my fish tank?,1,3,1,CC BY-SA 3.0,10538,,,
18553,2,,2017-10-06T12:36:58.653,1,,7526,,2017-10-06T12:36:58.653,,,3,,CC BY-SA 3.0,,,18543,
18554,2,,2017-10-06T12:57:31.067,1,,10108,2020-06-17T09:57:47.670,2018-03-06T15:16:07.573,,,0,,CC BY-SA 3.0,-1,,9885,
18555,2,,2017-10-06T13:56:59.840,3,,10410,,2017-10-06T13:56:59.840,,,0,,CC BY-SA 3.0,,,18370,
18556,2,,2017-10-06T14:00:20.710,6,,10539,2019-12-30T16:29:13.877,2019-12-30T16:29:13.877,,,1,,CC BY-SA 4.0,12072,,18380,
18557,2,,2017-10-06T14:42:10.380,4,,10539,,2017-10-06T14:42:10.380,,,1,,CC BY-SA 3.0,,,17960,
